GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	isEAE_ceoff	isEAE_ELBO_gain	isEAE_pval	isEAE_FDR
ENSMUSG00000025283	56560	11056	5.294e-01	-7.055e+00	3.286e+00	5.140e-01	3.359e+00	9.540e-03	7.314e-02
ENSMUSG00000024985	3438	389	2.088e-01	-8.128e+00	3.650e+00	1.912e+00	3.694e+00	6.568e-03	6.043e-02
ENSMUSG00000027170	28712	17613	5.294e-01	6.236e+00	2.796e+00	2.021e-01	6.953e-01	2.383e-01	4.231e-01
ENSMUSG00000019817	170	49	3.216e-02	-6.200e+00	2.369e+00	-1.840e-01	-2.431e-01	1.000e+00	1.000e+00
ENSMUSG00000033029	10623	7148	3.949e-01	7.319e+00	2.485e+00	-8.013e-01	1.617e+00	7.215e-02	3.037e-01
ENSMUSG00000027615.AS2	1224	84	6.114e-02	-6.845e+00	4.658e+00	-9.058e-01	3.061e-01	4.340e-01	5.804e-01
ENSMUSG00000039599.AS3	1595	577	6.567e-02	3.391e+00	3.279e+00	1.055e+00	7.626e-01	2.168e-01	4.185e-01
ENSMUSG00000025525	4952	1834	1.236e-01	5.611e+00	2.423e+00	3.093e-01	-6.147e-01	1.000e+00	1.000e+00
ENSMUSG00000027959.AS2	1541	446	8.650e-02	6.855e+00	1.074e+00	-2.031e+00	1.015e+00	1.543e-01	3.788e-01
ENSMUSG00000032279	3723	929	2.745e-01	-8.250e+00	1.906e+00	1.774e+00	1.940e+00	4.887e-02	2.498e-01
ENSMUSG00000025316	3385	843	9.420e-02	3.687e+00	3.746e+00	-1.806e+00	1.982e+00	4.647e-02	2.498e-01
ENSMUSG00000022521.AS3	2741	634	8.107e-02	2.269e+00	2.526e+00	4.409e+00	5.344e+00	1.078e-03	1.239e-02
ENSMUSG00000042305	4122	846	1.608e-01	-4.038e+00	5.680e+00	-1.326e+00	-8.301e-01	1.000e+00	1.000e+00
ENSMUSG00000037013	8873	2778	2.971e-01	3.378e+00	4.872e+00	-2.840e+00	1.058e+01	4.214e-06	1.938e-04
ENSMUSG00000030279.AS3	1240	154	8.877e-02	-2.732e+00	5.031e+00	1.488e+00	1.220e+00	1.183e-01	2.864e-01
ENSMUSG00000069495	625	260	2.808e-02	-4.133e-01	4.847e+00	4.305e+00	2.630e+00	2.181e-02	1.003e-01
ENSMUSG00000028957	485	139	3.261e-02	5.414e+00	2.293e+00	-4.186e+00	2.775e+00	1.847e-02	1.003e-01
ENSMUSG00000036552.AS2	13347	7555	2.197e-01	5.349e+00	4.198e+00	-2.630e-01	2.549e-01	4.752e-01	6.785e-01
ENSMUSG00000038482	2309	258	1.612e-01	-7.044e+00	4.478e+00	5.786e-01	-1.003e-01	1.000e+00	1.000e+00
ENSMUSG00000035770	100274	900	6.282e-01	-8.269e+00	3.198e+00	9.472e-01	1.137e+00	1.315e-01	3.025e-01
ENSMUSG00000035310.AS4	1260	117	5.254e-02	-8.994e+00	4.476e+00	2.024e+00	5.077e-01	3.136e-01	5.152e-01
ENSMUSG00000079414.AS2	705	85	4.438e-02	-4.490e+00	4.048e-01	-4.762e-01	-1.893e-01	1.000e+00	1.000e+00
ENSMUSG00000080717	984	216	7.880e-02	-2.564e+00	5.070e+00	3.563e-01	-1.193e+00	1.000e+00	1.000e+00
ENSMUSG00000022142	628	68	3.668e-02	-5.410e+00	3.248e+00	-7.623e-01	1.142e-01	6.327e-01	8.365e-01
ENSMUSG00000052477	2079	249	1.028e-01	-1.256e+00	3.681e+00	-4.508e+00	5.364e+00	1.056e-03	1.239e-02
ENSMUSG00000021959	1318	66	9.013e-02	-7.711e+00	4.483e+00	2.786e-01	-3.380e-01	1.000e+00	1.000e+00
ENSMUSG00000097462	151	90	2.808e-02	1.756e+00	3.675e+00	-4.192e-01	-4.015e-01	1.000e+00	1.000e+00
ENSMUSG00000032531	3839	219	2.622e-01	-3.742e+00	3.092e+00	-3.963e-01	2.465e-01	4.826e-01	6.785e-01
ENSMUSG00000002345	6903	1701	2.749e-01	-6.306e+00	3.307e+00	-1.280e+00	2.704e+00	2.004e-02	1.003e-01
ENSMUSG00000019795	26290	2886	4.393e-01	-9.000e+00	2.213e+00	1.385e+00	4.055e+00	4.404e-03	3.376e-02
ENSMUSG00000021428.AS2	1927	182	8.514e-02	-9.000e+00	4.527e+00	1.379e+00	8.995e-01	1.798e-01	3.447e-01
ENSMUSG00000059456	442	76	4.393e-02	9.000e+00	3.312e+00	-7.812e+00	5.899e+00	5.927e-04	1.239e-02
ENSMUSG00000056167	10016	4331	2.260e-01	8.012e+00	2.141e+00	-1.232e+00	1.392e+00	9.526e-02	2.791e-01
ENSMUSG00000030199	1391	818	9.873e-02	4.983e+00	2.520e+00	-8.481e-02	8.253e-01	1.989e-01	3.659e-01
ENSMUSG00000022023	18035	376	2.681e-01	-8.907e+00	3.449e+00	1.701e+00	2.055e+00	4.263e-02	1.508e-01
ENSMUSG00000020064.AS2	7274	4401	2.206e-01	6.246e+00	3.478e+00	-1.885e-01	2.656e-01	4.661e-01	6.785e-01
ENSMUSG00000036503	210945	64051	8.216e-01	6.752e+00	1.724e+00	-4.683e-01	1.328e+00	1.031e-01	2.791e-01
ENSMUSG00000022881	1844	419	7.382e-02	-7.718e+00	2.131e+00	1.564e+00	9.875e-01	1.599e-01	3.198e-01
ENSMUSG00000041815.AS2	4839	1072	2.029e-01	2.742e+00	3.798e+00	5.182e-02	1.095e+00	1.389e-01	3.043e-01
ENSMUSG00000034341	34119	18145	7.038e-01	7.060e+00	1.817e+00	-6.577e-01	1.223e+00	1.179e-01	2.864e-01
ENSMUSG00000020589	574	93	5.208e-02	-9.923e-01	4.645e+00	1.878e-01	1.117e-01	6.365e-01	8.365e-01
ENSMUSG00000041966	1561	219	7.745e-02	-3.858e+00	3.787e+00	-5.837e-01	5.930e-01	2.761e-01	4.704e-01
ENSMUSG00000068329	3355	1561	1.771e-01	4.535e+00	1.808e+00	-1.155e+00	6.453e-01	2.560e-01	4.528e-01
ENSMUSG00000023072.AS2	1172	409	5.480e-02	-5.212e+00	6.084e+00	7.416e-02	-1.189e+00	1.000e+00	1.000e+00
ENSMUSG00000021546	67117	21929	7.772e-01	3.513e+00	2.270e+00	3.990e-01	1.371e+00	9.773e-02	2.791e-01
ENSMUSG00000024083	21772	1745	2.418e-01	-3.414e+00	5.731e+00	1.298e+00	2.325e+00	3.105e-02	1.293e-01
ENSMUSG00000040407	15851	4251	3.868e-01	5.433e+00	2.983e+00	-9.976e-01	2.254e+00	3.374e-02	1.293e-01
ENSMUSG00000022427	14852	5794	4.783e-01	5.019e+00	2.105e+00	4.139e-01	-1.084e-01	1.000e+00	1.000e+00
ENSMUSG00000099083.AS2	2309	1101	8.877e-02	3.263e+00	3.077e+00	3.396e+00	4.544e+00	2.573e-03	2.367e-02
ENSMUSG00000000340.AS2	2540	713	1.019e-01	4.144e+00	2.446e+00	-8.656e-01	1.782e-02	8.503e-01	1.000e+00
ENSMUSG00000024571	16705	2000	5.802e-01	-5.001e+00	3.420e+00	-4.173e-01	1.332e+00	1.026e-01	2.791e-01
ENSMUSG00000048537	8331	1212	5.023e-01	-4.717e+00	2.766e+00	-3.343e-01	1.052e+00	1.470e-01	3.073e-01
ENSMUSG00000033653.AS3	3533	416	2.097e-01	-8.455e+00	4.523e+00	2.583e-01	6.079e-02	7.273e-01	9.294e-01
ENSMUSG00000022330	2974	1986	2.219e-02	5.615e+00	4.167e+00	-1.718e+00	2.418e-01	4.868e-01	6.785e-01
ENSMUSG00000035297	10893	3060	3.374e-01	3.896e+00	2.946e+00	2.979e-01	4.600e-01	3.375e-01	5.353e-01
ENSMUSG00000021519	12666	5654	2.391e-01	5.429e+00	2.507e+00	1.503e+00	3.513e+00	8.036e-03	5.281e-02
ENSMUSG00000003198	883	183	7.745e-02	-4.629e+00	5.641e+00	7.190e-01	-7.788e-02	1.000e+00	1.000e+00
ENSMUSG00000057738.AS2	2038	661	2.468e-01	-5.147e+00	3.252e+00	-2.251e+00	5.945e+00	5.642e-04	8.651e-03
ENSMUSG00000066979.AS2	28211	3542	5.254e-01	-6.910e+00	1.496e+00	-2.565e-02	-4.395e-02	1.000e+00	1.000e+00
ENSMUSG00000008763	3246	1037	1.544e-01	4.265e+00	5.441e-01	6.058e-01	2.002e-01	5.269e-01	8.079e-01
ENSMUSG00000036339.AS3	1463	443	8.288e-02	-4.015e+00	6.598e+00	-2.588e+00	3.472e-01	4.047e-01	7.650e-01
ENSMUSG00000038831	1535	440	1.055e-01	4.839e+00	1.895e+00	2.083e+00	7.696e-01	2.147e-01	5.622e-01
ENSMUSG00000025161	3660	918	1.091e-01	3.099e+00	5.692e-01	4.371e-01	-1.150e-01	1.000e+00	1.000e+00
ENSMUSG00000039382	1799	359	1.830e-01	-5.595e+00	5.775e+00	-2.034e+00	1.723e+00	6.342e-02	2.431e-01
ENSMUSG00000022099.AS2	554	83	4.257e-02	9.237e-01	3.377e+00	1.077e-01	-1.068e-01	1.000e+00	1.000e+00
ENSMUSG00000055720	13209	1285	4.171e-01	-6.188e+00	1.446e+00	-5.926e-01	1.138e+00	1.314e-01	4.316e-01
ENSMUSG00000020246	2701	1481	8.333e-02	6.169e+00	2.394e+00	-6.357e-01	8.643e-02	6.776e-01	9.740e-01
ENSMUSG00000025484	2557	560	1.920e-01	-8.071e+00	3.836e+00	2.243e+00	4.423e+00	2.939e-03	3.379e-02
ENSMUSG00000006476	9604	7704	3.225e-01	4.084e+00	2.534e+00	2.414e-01	-7.446e-01	1.000e+00	1.000e+00
ENSMUSG00000049583	593	199	4.348e-02	1.804e+00	3.625e+00	3.905e-01	6.056e-01	2.711e-01	5.938e-01
ENSMUSG00000039367	2187	159	1.893e-01	-4.655e+00	9.293e-01	5.419e-01	2.177e-01	5.093e-01	8.079e-01
ENSMUSG00000027201.AS3	2013	245	1.295e-01	-6.012e+00	3.801e+00	1.775e+00	1.727e+00	6.307e-02	2.431e-01
ENSMUSG00000053279	3512	1197	9.466e-02	-1.013e+00	4.269e+00	2.059e+00	1.347e+00	1.007e-01	3.562e-01
ENSMUSG00000033166	1840	866	6.929e-02	4.208e+00	2.736e+00	7.038e-01	4.672e-01	3.337e-01	6.675e-01
ENSMUSG00000032932	37955	572	3.039e-01	-7.221e+00	3.441e+00	-3.055e-01	-2.849e-01	1.000e+00	1.000e+00
ENSMUSG00000058388	1580	479	4.891e-02	2.034e+00	4.272e+00	9.888e-01	-4.334e-01	1.000e+00	1.000e+00
ENSMUSG00000002043	2403	693	1.997e-01	4.051e+00	2.861e-01	-8.385e-02	-1.245e-02	1.000e+00	1.000e+00
ENSMUSG00000032519	2891	1680	1.350e-01	4.595e+00	1.178e+00	1.502e+00	9.897e-01	1.594e-01	4.890e-01
ENSMUSG00000057963	7159	919	3.890e-01	-7.064e+00	2.013e+00	1.738e-01	-1.069e-01	1.000e+00	1.000e+00
ENSMUSG00000073664	390	144	2.310e-02	2.192e+00	2.568e+00	1.927e+00	7.522e-01	2.200e-01	5.622e-01
ENSMUSG00000024843.AS2	2326	399	1.744e-01	-3.792e+00	4.251e+00	-1.107e+00	6.414e-01	2.574e-01	5.938e-01
ENSMUSG00000000563.AS2	37969	5583	7.056e-01	-8.606e+00	1.528e+00	6.565e-01	9.199e-01	1.750e-01	5.030e-01
ENSMUSG00000025968.AS2	21944	3179	4.411e-01	-6.771e+00	1.699e+00	-1.836e-01	3.174e-01	4.256e-01	7.650e-01
ENSMUSG00000039262	5361	2496	2.600e-01	-3.797e+00	4.926e+00	7.048e-01	2.450e+00	2.686e-02	1.468e-01
ENSMUSG00000032306	4422	511	1.336e-01	-7.577e+00	4.020e+00	4.487e-01	-9.042e-01	1.000e+00	1.000e+00
ENSMUSG00000020521	5401	747	1.101e-01	1.386e+00	3.645e+00	9.953e-01	-1.008e-01	1.000e+00	1.000e+00
ENSMUSG00000025702.AS2	15908	10064	3.537e-01	1.187e+00	3.980e+00	-2.372e+00	1.944e+01	4.487e-10	2.064e-08
ENSMUSG00000034518	4930	574	9.420e-02	-3.167e+00	6.580e+00	1.559e+00	-4.780e-01	1.000e+00	1.000e+00
ENSMUSG00000030691	2399	240	1.087e-01	-6.909e+00	2.965e+00	3.990e-01	2.507e-01	4.789e-01	7.867e-01
ENSMUSG00000004626.AS2	1441	229	1.549e-01	2.750e+00	1.725e+00	-9.345e-01	5.723e-01	2.847e-01	5.952e-01
ENSMUSG00000029175.AS3	2375	358	2.092e-01	-9.000e+00	3.423e+00	1.460e+00	6.389e-01	2.583e-01	5.938e-01
ENSMUSG00000030960	10391	1280	1.816e-01	-1.111e+00	5.157e+00	1.851e+00	2.436e+00	2.729e-02	1.468e-01
ENSMUSG00000064030	325	93	6.793e-02	-2.589e+00	3.637e+00	5.631e-02	3.082e-01	4.324e-01	7.650e-01
ENSMUSG00000021012.AS2	5324	1937	1.875e-01	-1.235e+00	5.039e+00	2.824e+00	7.309e+00	1.317e-04	3.028e-03
ENSMUSG00000024610	646042	241669	1.898e-01	-1.562e+00	4.402e-01	6.022e-01	3.312e+00	1.006e-02	9.251e-02
ENSMUSG00000025935	15037	8873	3.483e-01	7.701e+00	1.660e+00	-2.365e-01	-4.297e-02	1.000e+00	1.000e+00
ENSMUSG00000006281	805	283	3.986e-02	5.406e+00	2.473e+00	-1.943e+00	1.807e-01	5.477e-01	8.127e-01
ENSMUSG00000060510	2120	838	7.020e-02	1.181e+00	6.033e+00	3.160e+00	2.316e+00	3.137e-02	1.468e-01
ENSMUSG00000021094	31644	6363	4.135e-01	3.390e+00	2.141e+00	1.048e+00	2.850e+00	1.697e-02	1.301e-01
ENSMUSG00000028293.AS2	4871	526	1.363e-01	-8.934e+00	3.581e+00	1.963e+00	2.302e+00	3.191e-02	1.468e-01
ENSMUSG00000014329	3557	404	1.091e-01	-1.408e+00	3.721e+00	-1.141e-02	-1.523e-01	1.000e+00	1.000e+00
ENSMUSG00000022558.AS2	2265	1001	9.737e-02	5.101e+00	2.116e+00	-5.384e-01	2.648e-01	4.668e-01	7.867e-01
ENSMUSG00000039230	2785	273	1.771e-01	-7.261e+00	2.065e+00	-4.804e-01	5.811e-02	7.332e-01	1.000e+00
ENSMUSG00000021432	3016	925	9.783e-02	-4.182e+00	6.880e+00	1.796e+00	1.921e+00	4.996e-02	1.642e-01
ENSMUSG00000001998.AS2	487	142	2.491e-02	9.000e+00	2.563e+00	-3.077e+00	6.878e-01	2.409e-01	4.173e-01
ENSMUSG00000038564	497	149	3.533e-02	3.673e+00	2.639e+00	5.086e-01	1.988e-01	5.284e-01	7.104e-01
ENSMUSG00000038143	51870	299	4.375e-01	-6.725e+00	4.662e+00	7.846e-01	1.062e+00	1.450e-01	3.360e-01
ENSMUSG00000030314.AS3	4246	1456	1.612e-01	4.463e+00	2.356e-01	-1.158e-01	8.618e-02	6.780e-01	8.429e-01
ENSMUSG00000029207	2979	1235	1.508e-01	3.850e+00	5.480e-01	2.406e-01	9.033e-03	8.931e-01	1.000e+00
ENSMUSG00000018548	2145	472	6.386e-02	-4.364e-01	1.648e+00	4.955e+00	9.360e+00	1.514e-05	6.967e-04
ENSMUSG00000040464.AS2	800	63	5.072e-02	-9.000e+00	2.704e+00	3.482e+00	2.461e+00	2.652e-02	1.525e-01
ENSMUSG00000026565.AS3	1822	183	5.616e-02	-4.086e+00	5.399e+00	-8.242e-01	5.060e-02	7.504e-01	8.851e-01
ENSMUSG00000072066	7617	265	2.011e-01	7.679e-02	5.573e+00	9.099e-01	1.243e+00	1.149e-01	3.180e-01
ENSMUSG00000021302	15193	1287	1.970e-01	1.376e+00	2.683e+00	1.368e+00	2.052e+00	4.277e-02	1.588e-01
ENSMUSG00000058192	824	187	3.759e-02	-6.115e+00	6.091e+00	2.197e+00	1.223e+00	1.178e-01	3.180e-01
ENSMUSG00000021906	1765	581	5.480e-02	2.076e+00	4.689e+00	1.623e+00	1.490e-01	5.851e-01	7.476e-01
ENSMUSG00000030649	2258	679	1.046e-01	4.878e+00	2.837e+00	1.347e+00	8.632e-01	1.889e-01	3.778e-01
ENSMUSG00000063108	1457	184	7.292e-02	1.334e+00	4.522e+00	1.175e+00	6.876e-01	2.409e-01	4.173e-01
ENSMUSG00000035248	2948	204	1.467e-01	-9.000e+00	4.998e+00	9.085e-01	-1.443e-01	1.000e+00	1.000e+00
ENSMUSG00000026193.AS2	2984	411	7.428e-02	-1.185e+00	3.786e+00	-2.710e+00	1.873e-01	5.406e-01	7.104e-01
ENSMUSG00000026425	14212	85	1.508e-01	-6.234e+00	4.021e+00	1.467e+00	2.414e-01	4.872e-01	6.791e-01
ENSMUSG00000028483	2696	855	1.042e-01	5.477e+00	2.561e+00	-1.537e+00	6.760e-01	2.449e-01	4.173e-01
ENSMUSG00000057561	1231	203	1.377e-01	-4.933e+00	3.317e+00	-1.414e+00	2.109e+00	4.002e-02	1.588e-01
ENSMUSG00000003068	11536	2975	2.708e-01	-8.386e+00	4.077e+00	3.183e-01	-2.070e+00	1.000e+00	1.000e+00
ENSMUSG00000031256	999	165	9.783e-02	-6.326e+00	3.143e+00	3.027e-01	1.764e-02	8.510e-01	9.787e-01
ENSMUSG00000033419.AS2	1277	331	6.884e-02	1.811e+00	4.945e+00	-1.419e+00	4.405e-01	3.479e-01	5.519e-01
ENSMUSG00000039183	20401	10965	3.256e-01	6.140e+00	2.878e+00	1.183e+00	3.810e+00	5.775e-03	4.428e-02
ENSMUSG00000034269.AS2	3483	1002	2.364e-01	9.354e-01	5.287e+00	-2.563e+00	5.822e+00	6.444e-04	9.881e-03
ENSMUSG00000031712	880	137	2.582e-02	-2.891e+00	4.521e+00	-5.435e-01	-9.143e-01	1.000e+00	1.000e+00
ENSMUSG00000028383	2229	197	1.449e-01	-7.105e+00	2.590e+00	1.054e+00	2.502e-01	4.793e-01	6.791e-01
ENSMUSG00000027829	11350	2349	3.564e-01	-4.333e+00	3.784e+00	7.344e-01	1.681e+00	6.670e-02	2.046e-01
ENSMUSG00000021987	4343	733	2.464e-01	-5.988e+00	3.522e+00	-1.097e+00	2.496e+00	2.548e-02	1.525e-01
ENSMUSG00000060450.AS2	22357	3383	3.048e-01	1.125e+00	4.484e+00	6.805e-01	2.179e+00	3.685e-02	1.588e-01
ENSMUSG00000036893	1296	459	6.114e-02	3.341e+00	3.507e+00	3.366e-01	-2.600e-02	1.000e+00	1.000e+00
ENSMUSG00000036291	4809	1363	7.835e-02	6.901e+00	3.940e+00	-1.251e+00	2.927e-01	4.442e-01	6.591e-01
ENSMUSG00000021820.AS3	467	152	6.341e-02	-4.802e+00	2.928e-01	-2.327e-01	-6.027e-02	1.000e+00	1.000e+00
ENSMUSG00000020883.AS2	1021	395	7.428e-02	4.049e+00	4.080e-01	-2.781e-01	5.865e-02	7.320e-01	8.851e-01
ENSMUSG00000029670.AS2	1834	608	1.191e-01	3.022e+00	3.289e+00	1.379e+00	1.019e+00	1.534e-01	3.360e-01
ENSMUSG00000028617	7520	224	1.689e-01	-4.635e+00	2.589e-01	-1.566e+00	1.036e+00	1.501e-01	3.360e-01
ENSMUSG00000028565	7442	2311	2.441e-01	4.509e+00	2.260e+00	6.781e-01	5.679e-01	2.866e-01	4.708e-01
ENSMUSG00000020868	3101	732	1.064e-01	9.585e-01	2.778e+00	1.821e+00	2.181e+00	3.675e-02	1.588e-01
ENSMUSG00000034593	2022	548	1.182e-01	-2.262e+00	4.452e+00	4.835e+00	7.391e+00	1.207e-04	2.775e-03
ENSMUSG00000028857	3352	724	2.686e-01	-7.458e+00	3.818e+00	-4.951e-01	9.043e-01	1.787e-01	3.736e-01
ENSMUSG00000063063	29744	2643	2.450e-01	-6.771e-01	5.588e+00	2.040e+00	3.989e+00	4.734e-03	4.355e-02
ENSMUSG00000038388.AS2	1193	140	3.623e-02	-3.547e+00	1.426e+00	-3.105e+00	2.011e+00	4.489e-02	1.588e-01
ENSMUSG00000037012	2751	178	1.427e-01	-5.475e+00	3.154e+00	-7.264e-01	3.812e-01	3.826e-01	5.867e-01
ENSMUSG00000063889	1165	194	4.937e-02	-9.000e+00	4.455e+00	2.357e+00	1.180e+00	1.244e-01	3.180e-01
ENSMUSG00000022130	2885	1124	8.333e-02	4.066e+00	4.734e+00	2.577e-01	7.468e-01	2.217e-01	4.173e-01
ENSMUSG00000024052.AS2	802	134	4.484e-02	-4.757e+00	3.154e+00	-4.224e+00	4.070e+00	4.330e-03	4.355e-02
ENSMUSG00000055116	466	99	4.710e-02	-9.000e+00	4.830e+00	3.576e+00	2.595e+00	2.272e-02	1.898e-01
ENSMUSG00000031813.AS2	8421	1386	3.062e-01	-4.390e+00	4.568e+00	-1.527e+00	4.014e+00	4.608e-03	1.045e-01
ENSMUSG00000022801	1192	239	1.042e-01	-7.507e+00	4.076e+00	2.389e+00	2.461e+00	2.650e-02	1.898e-01
ENSMUSG00000039985	645	178	3.442e-02	2.074e+00	2.462e+00	1.552e+00	2.502e-01	4.793e-01	8.490e-01
ENSMUSG00000027651	3271	1239	1.141e-01	8.719e+00	1.676e+00	-2.592e+00	2.387e+00	2.888e-02	1.898e-01
ENSMUSG00000028969	29062	16018	5.711e-01	7.137e+00	1.491e+00	-2.387e-01	-1.270e-01	1.000e+00	1.000e+00
ENSMUSG00000014867	16744	6368	4.656e-01	5.315e+00	5.228e-01	-1.121e-01	1.367e-02	8.687e-01	1.000e+00
ENSMUSG00000017210	1176	125	8.288e-02	-5.708e+00	2.812e+00	-6.940e-02	4.565e-02	7.625e-01	9.854e-01
ENSMUSG00000025036.AS2	734	276	4.303e-02	-5.979e+00	6.245e+00	-4.113e-02	-4.091e-01	1.000e+00	1.000e+00
ENSMUSG00000060147	7848	135	2.618e-01	-8.270e+00	2.695e+00	-1.093e-01	8.521e-02	6.797e-01	9.197e-01
ENSMUSG00000004788	8068	4144	2.613e-01	5.692e+00	2.486e+00	-4.462e-01	2.964e-01	4.413e-01	8.459e-01
ENSMUSG00000022119	3359	792	1.255e-01	4.102e+00	3.893e+00	-1.076e+00	1.374e+00	9.740e-02	3.283e-01
ENSMUSG00000007739	14848	6471	4.293e-01	5.975e+00	1.416e+00	2.959e-01	4.443e-01	3.458e-01	7.231e-01
ENSMUSG00000047888	7019	339	1.513e-01	-6.990e-01	6.343e+00	-1.142e+00	-2.292e-01	1.000e+00	1.000e+00
ENSMUSG00000027281.AS4	463	186	3.125e-02	4.814e-01	3.255e+00	1.173e+00	3.458e-02	7.926e-01	9.854e-01
ENSMUSG00000020305	3835	489	1.001e-01	-7.538e+00	4.610e+00	3.517e-02	4.766e-01	3.289e-01	7.231e-01
ENSMUSG00000009733	1457	557	5.978e-02	5.264e+00	4.539e+00	1.067e+00	-3.655e-01	1.000e+00	1.000e+00
ENSMUSG00000016933	984	479	8.062e-02	4.412e+00	3.443e-01	-5.891e-01	1.779e-01	5.509e-01	8.985e-01
ENSMUSG00000022475.AS2	494	167	6.567e-02	3.957e+00	1.286e+00	-9.977e-01	1.211e-01	6.226e-01	9.197e-01
ENSMUSG00000050017	6963	3293	2.767e-01	6.557e+00	1.854e+00	-1.098e+00	4.722e-01	3.312e-01	7.231e-01
ENSMUSG00000019437	1734	875	6.295e-02	7.467e+00	2.586e+00	-3.121e+00	1.353e+00	9.992e-02	3.283e-01
ENSMUSG00000002983	2029	692	9.828e-02	4.881e+00	2.046e+00	-6.276e-01	3.630e-01	3.942e-01	7.883e-01
ENSMUSG00000059263	1891	156	9.239e-02	-5.382e+00	3.489e+00	-2.221e+00	1.802e+00	5.762e-02	2.650e-01
ENSMUSG00000025607	2886	213	9.828e-02	-7.661e+00	4.109e+00	1.675e+00	2.529e+00	2.451e-02	1.898e-01
ENSMUSG00000024045.AS2	2761	994	2.120e-01	-2.414e+00	4.873e+00	-2.835e-01	9.009e-02	6.712e-01	9.197e-01
ENSMUSG00000058402	224	69	2.989e-02	2.697e+00	3.221e+00	1.217e+00	8.240e-04	9.676e-01	1.000e+00
ENSMUSG00000008206	3189	1320	1.005e-01	4.916e+00	6.266e-01	-3.482e-01	1.643e-01	5.665e-01	8.985e-01
ENSMUSG00000041268	634	214	4.529e-02	2.935e+00	2.485e+00	1.962e+00	9.774e-01	1.621e-01	4.386e-01
ENSMUSG00000019856.AS3	1512	223	5.027e-02	-5.774e+00	6.568e+00	5.171e-01	2.364e-01	4.917e-01	8.490e-01
ENSMUSG00000052917	1170	484	8.288e-02	1.771e+00	4.141e+00	1.938e+00	1.809e+00	5.719e-02	2.650e-01
ENSMUSG00000039007.AS2	17366	193	2.188e-01	-7.956e+00	2.672e+00	-6.803e-01	-3.345e-02	1.000e+00	1.000e+00
ENSMUSG00000002032	1639	532	5.254e-02	3.123e+00	3.713e+00	7.047e-01	-6.958e-03	1.000e+00	1.000e+00
ENSMUSG00000033530	1236	134	8.197e-02	-2.773e+00	3.697e+00	-1.873e+00	2.194e+00	3.619e-02	2.081e-01
ENSMUSG00000045962.AS3	1831	612	7.745e-02	-3.125e+00	5.765e+00	2.730e+00	1.664e+00	6.814e-02	2.850e-01
ENSMUSG00000063179	5820	1847	1.436e-01	-5.213e+00	7.275e+00	3.437e+00	3.661e+00	6.814e-03	1.045e-01
ENSMUSG00000038822	2948	1045	8.152e-02	5.149e+00	2.707e+00	2.024e-01	4.520e-01	3.417e-01	7.231e-01
ENSMUSG00000019843.AS3	9769	3213	2.314e-01	3.886e+00	2.266e+00	3.263e+00	6.028e+00	5.161e-04	2.374e-02
ENSMUSG00000039844	344	109	4.031e-02	5.823e-02	4.350e+00	-7.555e-01	2.293e-01	4.983e-01	8.490e-01
ENSMUSG00000030254.AS4	2333	101	3.804e-02	-4.506e+00	5.963e+00	9.973e-01	1.420e-01	5.941e-01	9.109e-01
ENSMUSG00000026773.AS3	769	333	6.929e-02	6.359e+00	2.024e+00	-1.242e+00	-1.987e-01	1.000e+00	1.000e+00
ENSMUSG00000000131.AS3	37615	1363	4.434e-01	-8.872e+00	2.933e+00	-6.811e-02	5.464e-01	2.959e-01	7.231e-01
ENSMUSG00000026975.AS3	3080	882	9.828e-02	3.814e+00	1.720e+00	2.298e+00	1.024e+00	1.525e-01	4.384e-01
ENSMUSG00000058586.AS2	780	173	5.389e-02	-5.429e+00	2.740e+00	-9.454e-01	9.964e-02	6.553e-01	9.197e-01
ENSMUSG00000038079	1159	275	1.486e-01	-5.407e+00	2.723e-01	1.494e-01	3.979e-02	7.779e-01	9.854e-01
ENSMUSG00000101970.AS2	6875	3900	2.609e-01	5.643e+00	2.373e+00	9.272e-01	1.085e+00	1.407e-01	4.316e-01
ENSMUSG00000021213	1014	200	2.129e-02	-2.975e+00	5.871e+00	-3.837e+00	1.394e+00	9.503e-02	3.283e-01
ENSMUSG00000001017	107407	6869	6.522e-01	5.721e-01	2.668e+00	-4.302e-02	-4.102e-01	1.000e+00	1.000e+00
ENSMUSG00000000197.AS2	388	166	2.310e-02	5.148e+00	2.638e+00	-1.938e+00	4.943e-01	3.201e-01	5.076e-01
ENSMUSG00000020198	4589	782	2.428e-01	-5.351e+00	3.879e+00	-1.088e+00	3.615e+00	7.168e-03	3.847e-02
ENSMUSG00000022443	1192	140	4.348e-02	-4.915e+00	3.197e+00	-1.589e+00	6.093e-01	2.697e-01	4.609e-01
ENSMUSG00000056737	4043	1352	1.069e-01	-8.579e+00	2.155e+00	4.589e+00	7.749e-01	2.132e-01	4.263e-01
ENSMUSG00000021156.AS4	5279	1993	1.848e-01	-2.812e-01	5.629e+00	9.753e-01	1.390e+00	9.549e-02	2.584e-01
ENSMUSG00000029020	1038	125	8.967e-02	-4.013e+00	3.091e+00	-1.012e+00	6.174e-02	7.253e-01	8.555e-01
ENSMUSG00000036528	4900	471	2.776e-01	-8.805e+00	3.336e+00	4.706e-01	-2.053e-01	1.000e+00	1.000e+00
