GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	isEAE_ceoff	isEAE_ELBO_gain	isEAE_pval	isEAE_FDR
ENSMUSG00000038145	2969	89	6.386e-02	-1.019e+00	2.988e+00	-3.108e-01	2.008e-02	8.412e-01	1.000e+00
ENSMUSG00000116504	4617	1257	5.707e-02	-3.666e+00	7.394e+00	2.817e+00	1.458e+00	8.773e-02	3.363e-01
ENSMUSG00000002732	7863	1028	1.046e-01	-7.015e+00	5.420e+00	-1.205e-01	5.054e-02	7.505e-01	9.590e-01
ENSMUSG00000041921	9116	5516	2.242e-01	6.459e+00	3.462e+00	2.146e-01	-6.104e-02	1.000e+00	1.000e+00
ENSMUSG00000037773	7887	941	1.218e-01	9.431e-01	5.021e+00	1.147e+00	2.532e-01	4.767e-01	7.310e-01
ENSMUSG00000031851	2899	563	1.526e-01	-9.000e+00	5.465e+00	3.379e+00	5.810e+00	6.522e-04	2.542e-02
ENSMUSG00000032525	3527	1996	1.757e-01	-5.045e+00	4.863e+00	1.310e-01	2.027e+00	4.407e-02	2.375e-01
ENSMUSG00000048440.AS2	2887	287	2.061e-01	-5.234e+00	3.969e+00	7.853e-01	5.093e-01	3.129e-01	5.799e-01
ENSMUSG00000026773	648	187	6.703e-02	-2.193e+00	3.089e+00	3.762e-01	-3.155e-01	1.000e+00	1.000e+00
ENSMUSG00000038722	30084	11982	4.932e-01	6.521e+00	1.704e+00	3.310e-01	-7.422e-02	1.000e+00	1.000e+00
ENSMUSG00000045302	51461	2663	4.447e-01	7.126e+00	1.080e+00	-1.325e+00	1.982e+00	4.646e-02	2.375e-01
ENSMUSG00000021022	5262	1633	1.572e-01	3.413e+00	2.303e+00	-5.978e-01	7.710e-01	2.143e-01	4.929e-01
ENSMUSG00000030884	9621	1657	5.358e-01	-6.611e+00	2.232e+00	-6.996e-01	1.221e+00	1.181e-01	3.880e-01
ENSMUSG00000030067	4027	401	1.558e-01	-8.566e+00	3.151e+00	6.107e-01	2.563e-02	8.209e-01	1.000e+00
ENSMUSG00000116953	11456	2368	3.605e-01	-4.531e+00	3.777e+00	4.208e-01	8.633e-01	1.889e-01	4.929e-01
ENSMUSG00000023911	4177	468	1.001e-01	-5.744e+00	4.522e+00	-2.477e+00	3.474e+00	8.396e-03	9.655e-02
ENSMUSG00000040599	1552	764	7.790e-02	4.512e+00	4.466e-01	7.225e-01	8.130e-02	6.868e-01	9.292e-01
ENSMUSG00000037318	1248	132	4.846e-02	-1.257e-01	5.482e+00	-3.491e+00	2.574e+00	2.327e-02	1.784e-01
ENSMUSG00000073609	1449	490	5.888e-02	2.632e+00	3.807e+00	-4.723e-02	4.710e-01	3.318e-01	5.870e-01
ENSMUSG00000025006	1737	498	1.055e-01	-7.395e+00	3.122e+00	-1.075e+00	2.727e-01	4.602e-01	7.300e-01
ENSMUSG00000043929	3056	126	5.118e-02	-1.111e+00	4.134e+00	1.232e+00	6.478e-01	2.550e-01	5.332e-01
ENSMUSG00000051768	4841	1176	2.387e-01	-7.672e+00	2.636e+00	4.847e-01	4.397e-01	3.484e-01	5.935e-01
ENSMUSG00000057880	6098	2061	1.993e-01	4.524e+00	1.697e+00	-7.184e-01	1.660e-01	5.645e-01	8.319e-01
ENSMUSG00000054808	12108	1628	4.434e-01	-5.084e+00	3.346e+00	-1.353e+00	5.321e+00	1.105e-03	2.542e-02
ENSMUSG00000029279	2733	1187	7.292e-02	2.723e-01	6.168e+00	2.466e+00	1.433e+00	9.046e-02	2.972e-01
ENSMUSG00000035203	2376	422	2.690e-01	1.709e+00	2.703e+00	-4.084e-04	6.519e-02	7.180e-01	9.501e-01
ENSMUSG00000028708	2440	926	1.164e-01	1.278e+00	3.896e+00	3.524e+00	5.985e+00	5.406e-04	9.700e-03
ENSMUSG00000017724	324	120	6.024e-02	-5.054e+00	2.476e-01	3.354e-01	1.229e-01	6.201e-01	9.201e-01
ENSMUSG00000041423	1818	238	1.042e-01	-4.239e+00	2.947e+00	-1.003e+00	6.431e-01	2.567e-01	5.624e-01
ENSMUSG00000001380	8625	1678	2.962e-01	-7.699e+00	2.350e+00	3.799e-02	-2.798e-01	1.000e+00	1.000e+00
ENSMUSG00000045576	8116	1957	2.505e-01	4.006e+00	2.141e+00	-5.349e-01	8.496e-02	6.802e-01	9.481e-01
ENSMUSG00000021996	27585	6587	5.032e-01	3.659e+00	1.946e+00	6.027e-02	2.734e-02	8.151e-01	1.000e+00
ENSMUSG00000042323	2415	647	1.522e-01	-3.948e+00	5.468e+00	1.023e+00	-2.585e-01	1.000e+00	1.000e+00
ENSMUSG00000031385	9259	4035	3.383e-01	4.577e+00	1.390e+00	1.350e-01	-9.277e-03	1.000e+00	1.000e+00
ENSMUSG00000021820	1833	784	7.020e-02	2.749e+00	2.951e+00	3.385e+00	3.345e+00	9.692e-03	7.430e-02
ENSMUSG00000035266	2576	261	4.891e-02	-1.375e+00	3.547e+00	2.669e+00	9.843e-01	1.606e-01	4.104e-01
ENSMUSG00000042626	1402	460	1.046e-01	4.029e+00	2.348e-01	-2.322e-01	9.436e-02	6.640e-01	9.481e-01
ENSMUSG00000093445	2738	365	2.708e-01	-6.715e+00	3.984e+00	-5.913e-03	-2.169e-01	1.000e+00	1.000e+00
ENSMUSG00000059495	883	256	4.801e-02	9.242e-01	4.538e+00	3.662e+00	2.214e+00	3.536e-02	2.033e-01
ENSMUSG00000033066	3372	1639	1.585e-01	5.321e+00	1.606e+00	5.849e-01	1.846e-01	5.435e-01	8.333e-01
ENSMUSG00000068762	6270	2579	1.236e-01	7.133e+00	2.345e+00	-1.825e+00	1.847e+00	5.460e-02	2.791e-01
ENSMUSG00000001156	573	120	8.016e-02	-7.126e+00	1.880e+00	2.647e+00	1.018e+00	1.537e-01	4.104e-01
ENSMUSG00000055923	1908	311	6.522e-02	1.810e-01	5.616e+00	1.395e-01	1.347e+00	1.007e-01	3.087e-01
ENSMUSG00000041926	21045	5050	3.718e-01	3.481e+00	3.176e+00	-5.497e-01	-1.251e+00	1.000e+00	1.000e+00
ENSMUSG00000027620	11880	2203	5.643e-01	-6.833e+00	2.228e+00	-1.529e-01	3.115e-01	4.299e-01	7.105e-01
ENSMUSG00000035958	2866	1401	9.737e-02	3.608e+00	2.723e+00	1.417e+00	1.611e+00	7.269e-02	2.972e-01
ENSMUSG00000028249	6414	1332	3.596e-01	-6.540e+00	3.720e+00	-1.550e-01	-2.368e-01	1.000e+00	1.000e+00
ENSMUSG00000032035	1050	222	3.668e-02	-2.008e+00	4.095e+00	2.099e+00	1.044e+00	1.486e-01	4.104e-01
ENSMUSG00000115529	3818	723	4.484e-02	-1.696e+00	3.370e+00	-4.054e+00	3.802e+00	5.827e-03	5.409e-02
ENSMUSG00000029780	2899	387	2.441e-01	-4.517e+00	4.821e+00	4.284e+00	1.017e+01	6.509e-06	2.994e-04
ENSMUSG00000018932	3427	864	1.119e-01	5.786e+00	2.599e+00	8.245e-01	5.671e-01	2.869e-01	5.998e-01
ENSMUSG00000028890	6273	65	1.381e-01	-7.586e+00	1.948e+00	-1.415e+00	3.749e-01	3.865e-01	6.838e-01
ENSMUSG00000049076	1799	198	1.295e-01	-7.183e+00	2.537e+00	-1.608e+00	1.592e+00	7.440e-02	2.972e-01
ENSMUSG00000022515	2974	591	1.313e-01	-7.004e+00	3.583e+00	6.339e-01	3.081e-01	4.325e-01	7.105e-01
ENSMUSG00000031626.AS3	920	243	4.031e-02	-7.108e+00	4.316e+00	1.336e-01	-1.612e-01	1.000e+00	1.000e+00
ENSMUSG00000025006.AS2	3917	454	1.341e-01	-8.456e+00	2.293e+00	-2.995e-01	4.735e-01	3.305e-01	6.081e-01
ENSMUSG00000085385	2373	325	7.835e-02	-4.493e+00	5.737e+00	-1.029e+00	8.005e-01	2.058e-01	4.981e-01
ENSMUSG00000047213	660	220	9.828e-02	-7.904e+00	4.530e+00	6.506e-01	5.344e-01	3.012e-01	6.024e-01
ENSMUSG00000017264	3013	656	1.694e-01	-7.379e+00	2.355e+00	5.197e-01	-2.289e-01	1.000e+00	1.000e+00
ENSMUSG00000036833	2927	459	1.458e-01	-6.746e+00	3.273e+00	7.450e-02	6.287e-02	7.229e-01	9.501e-01
ENSMUSG00000020755	5252	2961	2.455e-01	7.826e+00	1.457e+00	-1.816e+00	3.171e+00	1.179e-02	7.745e-02
ENSMUSG00000057234	3740	251	7.111e-02	-7.134e+00	6.107e+00	1.749e+00	7.354e-01	2.252e-01	5.180e-01
ENSMUSG00000040990	2889	180	2.582e-01	-6.877e+00	3.460e+00	-1.991e+00	3.793e+00	5.879e-03	5.409e-02
ENSMUSG00000035401	2105	448	9.330e-02	5.190e+00	2.635e+00	-1.979e+00	1.442e+00	8.950e-02	2.972e-01
ENSMUSG00000030741	5444	78	2.808e-01	-5.705e+00	2.585e+00	-1.628e-01	-7.847e-01	1.000e+00	1.000e+00
ENSMUSG00000021357	1494	569	9.601e-02	3.001e+00	1.884e+00	3.381e+00	5.839e+00	6.326e-04	9.700e-03
ENSMUSG00000001036	66302	4585	5.625e-01	-2.609e+00	2.776e+00	-2.442e-02	5.020e-01	3.164e-01	6.064e-01
ENSMUSG00000053768	50216	4216	4.479e-01	-7.282e+00	1.542e+00	-3.369e-01	-8.398e-02	1.000e+00	1.000e+00
ENSMUSG00000038005	8879	5528	2.437e-01	7.450e+00	2.983e+00	-3.194e-01	1.483e+00	8.504e-02	2.972e-01
ENSMUSG00000018362	5099	1049	1.245e-01	4.126e+00	1.081e+00	-1.927e-01	2.058e-01	5.211e-01	8.266e-01
ENSMUSG00000021843	6674	2364	3.505e-01	3.734e+00	3.735e+00	-4.139e-01	-1.100e+00	1.000e+00	1.000e+00
ENSMUSG00000024201	1076	148	1.014e-01	-2.280e+00	5.022e+00	4.688e-01	-7.354e-01	1.000e+00	1.000e+00
ENSMUSG00000028078	1011	312	5.571e-02	1.032e+00	3.654e+00	2.431e+00	1.584e+00	7.507e-02	2.313e-01
ENSMUSG00000060216	346	105	7.745e-02	-8.477e+00	2.796e+00	3.623e+00	1.732e+00	6.271e-02	2.219e-01
ENSMUSG00000029647	1595	183	6.431e-02	-2.807e+00	5.938e+00	-1.144e+00	-1.875e-01	1.000e+00	1.000e+00
ENSMUSG00000027109	24042	159	2.835e-01	-2.702e+00	7.189e-01	-4.045e-02	2.117e-01	5.153e-01	6.584e-01
ENSMUSG00000023044	2017	936	1.155e-01	3.808e+00	4.499e+00	5.997e-01	2.998e-01	4.387e-01	5.766e-01
ENSMUSG00000019647	69407	3290	5.186e-01	1.999e+00	4.888e+00	1.204e+00	-2.178e-01	1.000e+00	1.000e+00
ENSMUSG00000022386	3742	1564	8.832e-02	6.154e+00	2.763e-01	-1.626e+00	2.306e+00	3.174e-02	1.333e-01
ENSMUSG00000113450	13358	426	2.912e-01	-9.024e-01	4.199e+00	3.215e+00	4.450e+00	2.850e-03	4.500e-02
ENSMUSG00000002963	7427	713	1.803e-01	6.777e-01	1.622e+00	5.087e-01	3.281e-01	4.179e-01	5.654e-01
ENSMUSG00000026305	2987	369	1.182e-01	-6.673e+00	4.277e+00	2.159e+00	1.915e+00	5.033e-02	1.929e-01
ENSMUSG00000028760	1410	626	1.558e-01	1.850e+00	3.504e+00	3.561e-01	7.554e-01	2.190e-01	4.381e-01
ENSMUSG00000022503	4492	1019	2.260e-01	-1.794e+00	4.807e+00	6.114e-01	5.564e-01	2.915e-01	4.880e-01
ENSMUSG00000028496	9101	289	9.420e-02	-7.226e-01	5.843e+00	2.661e+00	7.017e-01	2.362e-01	4.527e-01
ENSMUSG00000054405	11561	3634	4.977e-01	-9.000e+00	3.072e+00	9.100e-01	2.438e+00	2.723e-02	1.333e-01
ENSMUSG00000022364.AS2	942	195	4.529e-02	-4.044e+00	5.575e+00	-1.380e+00	-8.496e-01	1.000e+00	1.000e+00
ENSMUSG00000050043	24002	13675	4.547e-01	7.270e+00	2.198e+00	5.769e-02	5.508e-01	2.939e-01	4.880e-01
ENSMUSG00000037257	2479	705	1.114e-01	4.870e+00	2.036e+00	-9.981e-01	5.884e-01	2.780e-01	4.880e-01
ENSMUSG00000038535.AS3	1882	213	9.239e-02	-5.206e+00	3.848e+00	-4.334e-01	4.458e-01	3.450e-01	5.276e-01
ENSMUSG00000035572	1558	255	5.118e-02	5.427e+00	5.035e+00	-8.243e+00	9.496e+00	1.313e-05	6.041e-04
ENSMUSG00000031993	2489	1000	1.295e-01	3.181e+00	4.124e+00	-2.209e+00	3.287e+00	1.034e-02	8.438e-02
ENSMUSG00000046727	49978	2689	5.996e-01	-8.752e+00	2.946e+00	1.066e+00	4.424e+00	2.935e-03	4.500e-02
ENSMUSG00000006498	1588	777	1.812e-01	1.653e+00	8.206e-01	-6.072e-03	-1.287e-01	1.000e+00	1.000e+00
ENSMUSG00000037847	1546	496	8.469e-02	-9.000e+00	4.529e+00	1.647e+00	2.409e+00	2.816e-02	1.333e-01
ENSMUSG00000078606	30492	115	1.196e-01	-2.994e-01	4.326e+00	-4.090e+00	1.528e+00	8.045e-02	2.313e-01
ENSMUSG00000038976	1518	160	1.748e-01	-3.889e+00	3.036e-01	-1.457e+00	1.528e+00	8.043e-02	2.313e-01
ENSMUSG00000027522	2707	1376	1.028e-01	5.018e+00	2.251e+00	5.977e-01	1.726e-01	5.568e-01	6.923e-01
ENSMUSG00000029344	12580	395	1.816e-01	-5.605e-01	1.335e+00	2.882e-01	1.090e+00	1.399e-01	3.205e-01
ENSMUSG00000035325	6986	846	4.303e-01	-6.614e+00	2.871e+00	7.366e-01	1.029e+00	1.515e-01	3.205e-01
ENSMUSG00000074247	2139	309	3.406e-01	-6.341e+00	2.232e+00	-8.697e-01	3.729e-01	3.878e-01	5.531e-01
ENSMUSG00000022453	11409	4395	2.400e-01	2.894e+00	3.496e+00	1.344e+00	3.502e+00	8.133e-03	8.438e-02
ENSMUSG00000017861	324	126	4.755e-02	4.649e+00	3.514e+00	1.204e-02	-4.934e-01	1.000e+00	1.000e+00
ENSMUSG00000085396.AS2	5821	2049	2.432e-01	-2.978e+00	6.198e+00	1.253e-01	5.437e-01	2.970e-01	4.880e-01
ENSMUSG00000035597	6552	1378	1.975e-01	-1.609e+00	5.379e+00	-1.262e+00	2.872e+00	1.655e-02	1.087e-01
ENSMUSG00000021482	3279	1399	1.549e-01	2.863e+00	3.800e+00	2.066e+00	3.232e+00	1.101e-02	8.438e-02
ENSMUSG00000025512	3660	986	1.372e-01	4.409e+00	2.657e+00	1.056e+00	4.268e-01	3.556e-01	5.276e-01
ENSMUSG00000040268	7083	1990	3.478e-01	-7.689e+00	3.266e+00	-6.170e-02	-6.064e-01	1.000e+00	1.000e+00
ENSMUSG00000002625	16942	3504	3.492e-01	5.532e+00	3.599e+00	-1.805e-01	1.154e+00	1.287e-01	3.205e-01
ENSMUSG00000030659	1702	314	6.612e-02	-4.998e+00	4.429e+00	-2.767e+00	2.303e+00	3.187e-02	1.333e-01
ENSMUSG00000000420	6635	2848	1.757e-01	4.927e+00	2.240e-01	-1.729e-01	-1.123e-02	1.000e+00	1.000e+00
ENSMUSG00000097715	11623	1628	3.062e-01	-5.028e+00	2.332e-01	-7.227e-01	1.020e+00	1.533e-01	3.205e-01
ENSMUSG00000021124	32878	3843	4.968e-01	-8.002e+00	3.244e+00	-3.025e-01	1.079e+00	1.418e-01	3.205e-01
ENSMUSG00000038007	1444	489	3.940e-02	3.007e+00	4.648e+00	-7.487e-01	3.590e-01	3.968e-01	5.531e-01
ENSMUSG00000026857	3811	268	2.092e-01	-8.764e+00	4.074e+00	1.225e+00	5.173e-01	3.091e-01	4.902e-01
ENSMUSG00000052712	19827	10933	4.502e-01	5.311e+00	1.375e+00	-1.658e-02	1.111e+00	1.360e-01	3.205e-01
ENSMUSG00000029217	755	222	3.487e-02	3.356e+00	3.126e+00	-1.359e+00	2.823e-01	4.524e-01	9.111e-01
ENSMUSG00000029761	3108	1216	9.783e-02	3.413e+00	2.992e+00	2.194e+00	2.089e+00	4.096e-02	3.126e-01
ENSMUSG00000050912	9540	1060	2.826e-01	-8.999e+00	2.453e+00	1.043e+00	8.535e-01	1.914e-01	5.799e-01
ENSMUSG00000061981	3187	1185	1.689e-01	3.201e+00	3.451e+00	1.325e+00	1.851e+00	5.436e-02	3.126e-01
ENSMUSG00000018654	522	248	3.080e-02	-4.499e+00	3.946e+00	3.963e+00	7.710e-01	2.143e-01	5.799e-01
ENSMUSG00000032186	25124	253	4.887e-01	-6.912e+00	2.984e+00	5.340e-01	4.751e-01	3.297e-01	7.981e-01
ENSMUSG00000038593	569	299	1.993e-02	6.079e+00	6.662e-01	-1.397e+00	8.102e-01	2.030e-01	5.799e-01
ENSMUSG00000073155	7531	2420	5.091e-01	-3.749e+00	3.598e+00	6.816e-01	3.318e+00	9.995e-03	1.533e-01
ENSMUSG00000027598	2441	659	2.192e-01	-7.259e+00	5.385e+00	1.547e+00	1.430e+00	9.082e-02	4.177e-01
ENSMUSG00000028923	8422	982	3.836e-01	-6.156e+00	3.463e+00	-2.112e-01	6.147e-01	2.675e-01	6.836e-01
ENSMUSG00000039997.AS2	1951	202	7.065e-02	-9.759e-02	4.855e+00	-5.136e-01	-5.572e-01	1.000e+00	1.000e+00
ENSMUSG00000031697	7263	3635	1.911e-01	6.960e+00	3.476e+00	-5.914e-01	-2.998e-01	1.000e+00	1.000e+00
ENSMUSG00000062901	459	222	6.975e-02	1.548e+00	5.599e+00	-3.346e+00	1.882e+00	5.235e-02	3.126e-01
ENSMUSG00000075254	2939	172	1.440e-01	-8.638e+00	3.913e+00	8.727e-01	2.603e-01	4.706e-01	9.111e-01
ENSMUSG00000029833	864	452	4.167e-02	4.273e+00	3.672e+00	-4.818e-01	-8.826e-02	1.000e+00	1.000e+00
ENSMUSG00000019809	6236	3810	1.436e-01	7.531e+00	2.413e+00	-1.528e+00	1.003e+00	1.566e-01	5.541e-01
ENSMUSG00000048677	601	130	3.714e-02	-5.965e-02	4.597e+00	-1.244e+00	5.881e-02	7.316e-01	1.000e+00
ENSMUSG00000062981	31606	15230	4.810e-01	6.895e+00	2.062e+00	-8.956e-01	1.674e+00	6.730e-02	3.440e-01
ENSMUSG00000036817	1101	279	1.028e-01	2.056e+00	1.012e+00	-6.425e-02	-5.432e-03	1.000e+00	1.000e+00
ENSMUSG00000023008.AS2	8655	409	1.182e-01	1.406e+00	3.532e+00	-2.202e+00	3.418e+00	8.929e-03	1.533e-01
ENSMUSG00000015127	221	68	2.763e-02	2.128e-02	2.878e+00	8.612e-01	4.026e-01	3.696e-01	8.500e-01
ENSMUSG00000098912	28905	1182	2.400e-01	8.145e-01	5.111e+00	8.550e-01	-7.178e-01	1.000e+00	1.000e+00
ENSMUSG00000041609	4836	183	7.699e-02	-2.960e+00	4.867e+00	4.680e-01	-3.290e-01	1.000e+00	1.000e+00
ENSMUSG00000027667	2470	748	1.078e-01	3.026e+00	1.784e+00	8.841e-01	-1.875e-01	1.000e+00	1.000e+00
ENSMUSG00000003273	7856	1620	2.310e-01	3.226e+00	1.983e+00	5.536e-02	-5.874e-01	1.000e+00	1.000e+00
ENSMUSG00000097040	3995	374	9.964e-02	-3.799e+00	3.134e+00	2.417e-01	-1.355e-02	1.000e+00	1.000e+00
ENSMUSG00000054256	146	54	3.034e-02	9.904e-01	2.432e+00	1.110e+00	-1.620e-01	1.000e+00	1.000e+00
ENSMUSG00000031508	4088	558	1.445e-01	-3.647e+00	5.626e+00	-9.928e-01	-2.344e-01	1.000e+00	1.000e+00
ENSMUSG00000028708.AS2	1531	197	1.037e-01	-7.488e+00	3.434e+00	6.982e-01	1.956e-01	5.317e-01	9.782e-01
ENSMUSG00000027366	3065	460	1.499e-01	-7.089e+00	3.776e+00	1.115e+00	1.089e+00	1.400e-01	5.365e-01
ENSMUSG00000033295	891	268	9.466e-02	-5.043e+00	4.679e+00	2.705e+00	2.477e+00	2.604e-02	2.396e-01
ENSMUSG00000046768	20246	3092	2.559e-01	5.891e+00	3.834e-01	-3.143e-01	1.328e-01	6.063e-01	1.000e+00
ENSMUSG00000028149	13511	4344	3.927e-01	-2.163e+00	4.803e+00	2.262e+00	1.332e+01	2.450e-07	1.127e-05
ENSMUSG00000053192	5362	1122	1.590e-01	3.618e+00	2.246e+00	-1.149e+00	1.249e+00	1.140e-01	4.767e-01
ENSMUSG00000024091	49409	5999	6.621e-01	-8.691e+00	2.690e+00	5.698e-01	-1.600e+00	1.000e+00	1.000e+00
ENSMUSG00000019952	2112	356	6.929e-02	1.835e+00	2.038e+00	7.367e-01	-1.748e-01	1.000e+00	1.000e+00
ENSMUSG00000026675	2247	695	9.375e-02	3.543e+00	3.796e+00	1.640e-01	2.548e-01	4.753e-01	9.111e-01
ENSMUSG00000021843.AS2	9725	3387	3.496e-01	1.476e+00	5.216e+00	-1.459e+00	2.768e+00	1.864e-02	2.143e-01
ENSMUSG00000033543.AS3	10001	773	3.569e-01	-7.022e+00	2.723e+00	-1.627e-01	-3.357e-01	1.000e+00	1.000e+00
ENSMUSG00000022012	1513	171	7.020e-02	-2.900e+00	4.598e+00	1.612e+00	3.635e-01	3.938e-01	8.627e-01
ENSMUSG00000010453	961	177	6.069e-02	3.389e+00	3.287e+00	-1.442e+00	-1.611e-02	1.000e+00	1.000e+00
ENSMUSG00000039007	17392	219	2.201e-01	-8.863e+00	3.496e+00	8.317e-01	-1.021e-01	1.000e+00	1.000e+00
ENSMUSG00000030087	13145	195	1.861e-01	-7.987e+00	3.288e+00	-5.075e-01	-2.246e-01	1.000e+00	1.000e+00
ENSMUSG00000019843	15242	357	2.065e-01	-6.244e+00	3.716e+00	2.819e-01	-6.636e-01	1.000e+00	1.000e+00
ENSMUSG00000029507	1995	199	1.105e-01	-6.882e+00	3.859e+00	8.596e-02	4.578e-02	7.622e-01	1.000e+00
ENSMUSG00000023072	1497	518	5.978e-02	5.975e+00	4.357e-01	-1.358e+00	9.175e-01	1.755e-01	5.767e-01
ENSMUSG00000027201	3992	627	1.418e-01	9.454e-01	4.860e+00	-9.146e-01	8.092e-01	2.033e-01	5.070e-01
ENSMUSG00000020100	62330	455	3.845e-01	-7.915e+00	2.054e+00	-1.088e+00	4.692e-01	3.327e-01	5.080e-01
ENSMUSG00000022992	9849	3574	2.328e-01	5.472e+00	3.686e+00	-5.490e-01	7.803e-01	2.116e-01	5.070e-01
ENSMUSG00000024188	3643	1162	2.812e-01	2.641e+00	3.964e+00	-1.602e+00	4.139e+00	4.011e-03	6.150e-02
ENSMUSG00000026319	532	101	6.522e-02	-6.010e+00	3.340e+00	3.288e-01	1.392e-01	5.977e-01	7.638e-01
ENSMUSG00000037709	687	151	2.808e-02	1.170e+00	1.796e+00	1.918e+00	4.508e-01	3.424e-01	5.080e-01
ENSMUSG00000037461	1219	432	6.975e-02	7.266e+00	2.186e+00	-3.828e+00	3.365e+00	9.479e-03	9.415e-02
ENSMUSG00000044667	7642	262	8.786e-02	-3.302e+00	7.175e+00	6.224e-01	1.866e-01	5.412e-01	7.113e-01
ENSMUSG00000032517	336905	107880	6.073e-01	4.167e+00	1.447e+00	-8.649e-02	-1.484e+00	1.000e+00	1.000e+00
ENSMUSG00000032294	24135	2387	5.942e-01	-7.827e+00	1.608e+00	6.692e-01	8.828e-01	1.839e-01	5.070e-01
ENSMUSG00000033216	10200	6762	2.151e-01	4.087e+00	2.744e+00	1.123e-01	7.593e-01	2.178e-01	5.070e-01
ENSMUSG00000024841	6525	3595	1.753e-01	8.035e+00	2.342e+00	-1.163e+00	9.624e-01	1.653e-01	5.070e-01
ENSMUSG00000029512	998	143	1.024e-01	-4.862e+00	3.959e+00	-1.145e+00	9.893e-01	1.595e-01	5.070e-01
ENSMUSG00000012076	2431	1313	9.420e-02	5.792e+00	3.669e-01	-1.637e+00	1.786e+00	5.878e-02	3.863e-01
ENSMUSG00000002031	8225	2924	2.160e-01	4.569e+00	3.997e-01	3.788e-01	7.715e-02	6.945e-01	8.407e-01
ENSMUSG00000032301	5029	1535	4.352e-01	-1.980e+00	4.738e+00	-2.293e-01	5.825e-01	2.804e-01	5.070e-01
ENSMUSG00000026470	5564	1139	3.374e-01	-7.778e+00	2.246e+00	1.201e+00	1.641e+00	7.008e-02	4.029e-01
ENSMUSG00000029004	30659	12075	4.814e-01	6.976e+00	2.201e+00	-6.904e-01	1.018e+00	1.537e-01	5.070e-01
ENSMUSG00000033075	714	133	4.665e-02	-4.935e+00	5.298e+00	-2.366e-01	6.271e-01	2.628e-01	5.070e-01
ENSMUSG00000024480	3418	356	1.649e-01	-1.942e+00	4.971e+00	-4.810e+00	8.475e+00	3.836e-05	1.764e-03
ENSMUSG00000000759	2537	869	9.783e-02	2.835e+00	2.702e+00	7.235e-01	3.937e-01	3.749e-01	5.389e-01
ENSMUSG00000003644	668	94	7.790e-02	-4.923e+00	5.249e+00	-1.570e+00	8.767e-01	1.855e-01	5.070e-01
ENSMUSG00000026670	6938	853	2.056e-01	-4.635e+00	3.869e+00	-1.642e+00	3.297e+00	1.023e-02	9.415e-02
ENSMUSG00000015222	837	130	8.967e-02	-5.677e+00	5.537e+00	2.184e+00	1.173e+00	1.256e-01	5.070e-01
ENSMUSG00000030341	6401	1138	2.341e-01	-6.700e+00	2.070e+00	-6.035e-01	7.129e-01	2.325e-01	5.070e-01
ENSMUSG00000026737	25102	14686	4.479e-01	5.767e+00	2.658e+00	-6.542e-01	2.514e+00	2.495e-02	1.913e-01
ENSMUSG00000032827	2288	598	8.605e-02	1.907e+00	6.170e+00	5.031e-01	-3.625e-02	1.000e+00	1.000e+00
ENSMUSG00000008226	5823	2623	1.332e-01	7.635e+00	2.783e+00	-5.947e-01	-4.517e-02	1.000e+00	1.000e+00
ENSMUSG00000027574	3871	1261	8.243e-02	2.782e+00	4.000e+00	1.885e+00	2.563e-02	8.209e-01	9.440e-01
ENSMUSG00000008976	2142	191	1.014e-01	-5.692e+00	3.702e+00	-4.560e-01	3.518e-01	4.016e-01	5.598e-01
ENSMUSG00000013089	1393	146	1.259e-01	-5.207e+00	2.933e-01	6.456e-01	5.168e-01	3.093e-01	5.080e-01
ENSMUSG00000021209	423	61	3.261e-02	-7.054e+00	2.354e+00	1.705e+00	5.448e-01	2.966e-01	5.070e-01
ENSMUSG00000001441.AS2	3252	648	2.473e-01	-6.735e+00	3.497e+00	-2.216e-01	6.980e-01	2.374e-01	5.070e-01
ENSMUSG00000032612	7487	1754	2.337e-01	4.799e+00	1.932e-01	1.156e-01	8.301e-03	8.975e-01	1.000e+00
ENSMUSG00000042198.AS2	7983	918	3.347e-01	-7.443e+00	3.904e+00	8.821e-01	5.425e-01	2.976e-01	5.070e-01
ENSMUSG00000075704	2815	1369	7.790e-02	6.733e+00	3.293e+00	7.916e-01	5.872e-01	2.785e-01	5.070e-01
ENSMUSG00000039294	1725	317	1.309e-01	-6.117e+00	3.149e+00	-1.291e+00	4.907e-01	3.218e-01	5.080e-01
ENSMUSG00000059866	2067	198	8.514e-02	-5.592e+00	4.319e+00	9.553e-01	6.736e-01	2.458e-01	5.070e-01
ENSMUSG00000024072	12197	1092	4.384e-01	-9.000e+00	2.332e+00	7.134e-01	1.188e+00	1.233e-01	5.070e-01
ENSMUSG00000026311	913	297	4.167e-02	2.813e+00	3.530e+00	-2.257e+00	9.662e-01	1.645e-01	5.070e-01
ENSMUSG00000034544	6752	509	3.247e-01	-7.305e+00	1.856e+00	2.829e-01	-9.204e-02	1.000e+00	1.000e+00
ENSMUSG00000037098	698	332	7.337e-02	-6.441e-01	5.126e+00	1.987e+00	2.613e-01	4.698e-01	6.356e-01
ENSMUSG00000041225	3508	1092	9.194e-02	6.972e+00	4.733e+00	-4.204e+00	7.059e+00	1.717e-04	3.949e-03
