GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	time_ceoff	time_ELBO_gain	time_pval	time_FDR
Emx1	403	403	8.676e-02	1.218e+00	1.273e+00	1.164e-02	2.009e+00	4.501e-02	3.131e-01
Adamts20	403	403	5.675e-02	-7.286e-02	1.490e+00	1.366e-03	3.785e-01	3.842e-01	8.377e-01
Mrpl34	1077	1077	2.681e-01	4.325e+00	4.053e-01	-4.260e-03	-2.604e+00	1.000e+00	1.000e+00
2700060E02Rik	2547	2547	5.007e-01	4.354e+00	1.656e+00	2.574e-04	8.833e-01	1.838e-01	5.893e-01
Xrcc4	658	658	3.490e-02	-1.573e+00	1.052e+00	-7.359e-03	1.808e+00	5.722e-02	3.283e-01
Ubash3b	749	749	1.288e-01	1.281e+00	1.358e+00	-1.157e-02	6.011e+00	5.260e-04	1.323e-02
Vps4b	706	706	1.709e-01	2.597e+00	7.514e-01	-2.811e-03	-8.879e-01	1.000e+00	1.000e+00
Ube2e3	4211	4211	6.539e-01	3.433e+00	4.932e-01	9.632e-04	-1.555e+00	1.000e+00	1.000e+00
Klf6	3048	3048	5.016e-01	4.423e+00	3.664e-01	2.720e-03	-2.796e+00	1.000e+00	1.000e+00
Ccdc50	2398	2398	4.335e-01	2.574e+00	1.053e+00	2.097e-03	1.395e+00	9.482e-02	4.219e-01
Trim44	3375	3375	5.780e-01	2.570e+00	6.638e-01	2.962e-04	-7.421e-01	1.000e+00	1.000e+00
Gabra4	1066	1066	2.016e-01	1.729e+00	1.244e+00	-3.016e-03	6.884e-01	2.406e-01	6.664e-01
Glrx2	2516	2516	4.974e-01	3.640e+00	6.855e-01	-2.384e-03	3.438e-01	4.070e-01	8.642e-01
Plekha7	372	372	8.806e-03	-2.613e+00	8.438e-01	-8.233e-04	4.274e-01	3.552e-01	7.955e-01
Trps1	569	569	2.903e-02	-1.908e+00	1.421e+00	-3.297e-03	-2.770e-01	1.000e+00	1.000e+00
Gm26573	772	772	3.262e-04	-3.772e+00	3.916e-01	4.090e-04	-5.128e+00	1.000e+00	1.000e+00
Rps6ka6	435	435	6.523e-02	9.991e-02	1.759e+00	2.681e-03	2.213e-01	5.059e-01	1.000e+00
Dip2b	1381	1381	2.280e-01	6.398e-01	1.268e+00	1.799e-03	6.771e-01	2.445e-01	6.664e-01
Gm15802	376	376	6.523e-04	-2.969e+00	4.324e-01	-8.904e-03	-4.292e+00	1.000e+00	1.000e+00
Trrap	1139	1139	2.479e-01	1.851e+00	7.724e-01	-3.061e-03	-3.929e-01	1.000e+00	1.000e+00
Igf1r	1348	1348	2.012e-01	6.545e-01	1.164e+00	-3.446e-03	6.268e-02	7.233e-01	1.000e+00
Trappc1	1178	1178	2.906e-01	4.078e+00	4.272e-01	2.353e-03	-1.344e+00	1.000e+00	1.000e+00
Zc3h7b	3433	3433	5.581e-01	1.999e+00	5.824e-01	-3.657e-03	1.851e+00	5.434e-02	3.231e-01
Erlin2	932	932	2.264e-01	3.278e+00	4.898e-01	4.450e-03	-2.314e-01	1.000e+00	1.000e+00
Cpeb2	1754	1754	3.526e-01	2.468e+00	9.933e-01	1.222e-02	6.163e+00	4.467e-04	1.217e-02
Tmem97	585	585	1.575e-01	3.628e+00	6.643e-01	1.449e-02	-1.566e+00	1.000e+00	1.000e+00
Fstl4	877	877	1.468e-02	-2.758e+00	9.254e-01	-7.907e-03	1.247e+00	1.142e-01	4.612e-01
Pdlim7	943	943	2.241e-01	2.481e+00	9.520e-01	7.692e-03	1.634e+00	7.067e-02	3.567e-01
Myo7a	20733	20733	2.772e-02	-5.154e+00	4.043e-01	-1.426e-03	-1.209e+00	1.000e+00	1.000e+00
Gm3839	398	398	2.609e-03	-2.992e+00	4.750e-01	-5.947e-03	-1.103e+00	1.000e+00	1.000e+00
Zfp462	2582	2582	4.250e-01	2.193e+00	1.024e+00	-3.663e-03	1.663e+00	6.820e-02	3.540e-01
Col19a1	525	525	2.609e-03	-3.313e+00	4.637e-01	-4.630e-03	-1.623e+00	1.000e+00	1.000e+00
C2cd2l	898	898	2.247e-01	3.364e+00	5.246e-01	6.379e-03	2.964e-01	4.413e-01	9.254e-01
Hmgcl	547	547	1.298e-01	2.809e+00	1.679e+00	2.217e-03	-2.047e+00	1.000e+00	1.000e+00
Atp6v0d1	5220	5220	7.616e-01	3.304e+00	7.708e-01	2.761e-03	7.374e-01	2.246e-01	6.360e-01
Acly	7415	7415	8.219e-01	3.613e+00	7.924e-01	-2.565e-03	1.086e+00	1.405e-01	5.038e-01
Mycn	680	680	1.582e-01	3.880e+00	4.364e-01	-7.602e-03	-1.441e+00	1.000e+00	1.000e+00
Ppp1r12a	617	617	7.371e-02	-1.795e-01	1.679e+00	-5.539e-03	1.279e+00	1.098e-01	4.603e-01
Hdac8	571	571	3.033e-02	-1.962e+00	1.322e+00	5.225e-04	6.012e-01	2.728e-01	6.916e-01
Sem1	3692	3692	6.363e-01	3.931e+00	4.456e-01	-4.916e-04	-9.254e-01	1.000e+00	1.000e+00
Rhbdd2	687	687	1.680e-01	3.031e+00	9.434e-01	-1.034e-03	2.158e-01	5.112e-01	1.000e+00
Fastk	565	565	1.549e-01	3.278e+00	4.505e-01	7.355e-03	-1.954e+00	1.000e+00	1.000e+00
Magoh	1228	1228	2.896e-01	3.316e+00	7.189e-01	6.764e-03	1.076e+00	1.424e-01	5.038e-01
Pdgfd	388	388	6.523e-04	-4.158e+00	5.295e-01	3.060e-03	-6.614e-01	1.000e+00	1.000e+00
Aff1	399	399	5.512e-02	-1.001e+00	1.625e+00	2.381e-02	1.928e+01	5.293e-10	4.327e-08
Crmp1	57431	57431	1.000e+00	5.658e+00	4.764e-01	-7.831e-04	-5.867e-01	1.000e+00	1.000e+00
Lcor	5223	5223	1.631e-02	-4.199e+00	4.541e-01	-2.395e-03	-9.431e-01	1.000e+00	1.000e+00
Zer1	853	853	1.924e-01	1.762e+00	1.238e+00	1.053e-02	2.956e+00	1.505e-02	1.697e-01
Thoc3	908	908	2.241e-01	3.948e+00	4.361e-01	-7.598e-03	-2.709e-01	1.000e+00	1.000e+00
Tdrkh	683	683	1.644e-01	2.704e+00	9.312e-01	2.904e-04	2.574e-02	8.205e-01	1.000e+00
Mapre2	9263	9263	8.862e-01	3.080e+00	5.166e-01	-3.102e-03	1.882e+00	5.236e-02	3.163e-01
Prdm16	551	551	2.381e-02	-1.866e+00	9.779e-01	-6.391e-03	3.848e-01	3.804e-01	8.207e-01
Spcs3	945	945	2.277e-01	3.925e+00	4.134e-01	-8.287e-03	-4.095e+00	1.000e+00	1.000e+00
4932411K12Rik	411	411	1.305e-03	-3.237e+00	3.909e-01	-9.944e-03	-2.777e+00	1.000e+00	1.000e+00
Ypel1	1379	1379	3.069e-01	3.038e+00	6.216e-01	-6.060e-03	1.933e+00	4.930e-02	3.163e-01
Slitrk4	697	697	1.693e-01	3.471e+00	4.406e-01	1.335e-03	-4.088e-01	1.000e+00	1.000e+00
Ormdl3	3152	3152	5.750e-01	4.536e+00	3.256e-01	-9.127e-05	-5.048e-01	1.000e+00	1.000e+00
Mrps36	724	724	1.856e-01	3.164e+00	6.905e-01	2.560e-03	4.165e-01	3.614e-01	7.931e-01
Stard9	389	389	6.132e-02	4.625e-02	1.501e+00	5.817e-03	-8.954e-02	1.000e+00	1.000e+00
Ccdc138	427	427	4.468e-02	-1.344e+00	1.446e+00	1.662e-02	8.345e+00	4.403e-05	2.880e-03
Glt8d1	708	708	1.712e-01	2.934e+00	6.516e-01	-5.398e-03	1.921e-01	5.353e-01	9.672e-01
Ash2l	1406	1406	3.115e-01	2.876e+00	8.818e-01	1.163e-03	-1.643e-01	1.000e+00	1.000e+00
Gdap1l1	1464	1464	3.343e-01	2.887e+00	5.737e-01	5.902e-03	1.027e+00	1.517e-01	5.222e-01
Sf3b1	5385	5385	7.599e-01	3.493e+00	5.728e-01	7.307e-05	-2.389e-01	1.000e+00	1.000e+00
Soga3	1984	1984	3.819e-01	2.993e+00	9.787e-01	-9.975e-03	6.004e+00	5.298e-04	1.257e-02
Rbm25	3809	3809	5.750e-01	2.743e+00	1.107e+00	3.213e-03	2.468e-01	4.823e-01	9.169e-01
Gabra2	4741	4741	5.153e-01	2.095e+00	1.049e+00	-6.122e-03	6.943e+00	1.943e-04	6.353e-03
Fbxo28	899	899	1.993e-01	2.357e+00	1.279e+00	-6.135e-03	1.377e+00	9.697e-02	4.344e-01
Stx16	1245	1245	3.040e-01	3.278e+00	4.453e-01	-1.175e-03	-4.401e-01	1.000e+00	1.000e+00
Tlk2	1226	1226	2.476e-01	1.933e+00	8.105e-01	-6.945e-03	3.377e+00	9.356e-03	1.055e-01
Bloc1s5	945	945	3.425e-02	-2.204e+00	5.682e-01	2.718e-03	-5.535e-01	1.000e+00	1.000e+00
Scn1a	640	640	9.002e-02	3.545e-01	1.549e+00	-3.899e-03	4.005e-01	3.708e-01	8.083e-01
Tbc1d24	1895	1895	4.093e-01	3.191e+00	4.384e-01	1.600e-03	-5.242e-01	1.000e+00	1.000e+00
Map9	8750	8750	8.673e-01	4.603e+00	6.399e-01	-1.259e-02	1.869e+01	9.695e-10	1.585e-07
Mob1b	747	747	1.787e-01	2.517e+00	9.407e-01	-5.834e-03	6.847e-01	2.419e-01	6.761e-01
Slc35f1	4404	4404	5.388e-01	1.618e+00	8.814e-01	-2.624e-03	1.517e+00	8.153e-02	3.979e-01
Txnrd2	408	408	8.219e-02	9.701e-01	1.480e+00	8.337e-03	1.129e+00	1.330e-01	5.206e-01
BC005624	819	819	2.019e-01	2.975e+00	7.478e-01	-1.275e-04	-2.084e+00	1.000e+00	1.000e+00
Fst	2574	2574	1.941e-01	4.755e+00	5.263e-01	-9.289e-03	1.458e+00	8.774e-02	4.219e-01
Agpat5	1832	1832	3.888e-01	2.959e+00	4.415e-01	1.794e-03	-8.421e-01	1.000e+00	1.000e+00
Fam78b	1367	1367	2.655e-01	1.428e+00	1.071e+00	1.836e-03	2.458e+00	2.661e-02	2.175e-01
Skap1	479	479	3.588e-03	-3.656e+00	5.082e-01	2.774e-03	-3.084e-01	1.000e+00	1.000e+00
Zfp777	433	433	1.080e-01	2.693e+00	1.504e+00	4.245e-04	-3.522e-01	1.000e+00	1.000e+00
Tax1bp1	2905	2905	5.111e-01	3.113e+00	7.821e-01	-2.276e-03	-1.424e+00	1.000e+00	1.000e+00
Atad3a	812	812	2.012e-01	2.783e+00	5.616e-01	-2.616e-03	-4.364e-01	1.000e+00	1.000e+00
Cnot11	488	488	1.321e-01	3.437e+00	4.757e-01	-9.785e-03	1.614e+00	7.237e-02	3.756e-01
Sema4d	439	439	5.773e-02	2.581e-01	2.126e+00	-9.764e-03	4.547e-01	3.403e-01	7.727e-01
Faah	657	657	1.566e-01	2.530e+00	1.397e+00	2.846e-05	2.388e-01	4.895e-01	9.216e-01
Usp7	2040	2040	3.858e-01	1.988e+00	9.006e-01	2.293e-03	1.610e-01	5.704e-01	1.000e+00
Alg5	410	410	1.050e-01	3.004e+00	5.943e-01	-7.523e-03	4.956e-01	3.195e-01	7.462e-01
Zwint	4862	4862	6.556e-01	2.340e+00	8.645e-01	-9.568e-03	2.344e+01	7.576e-12	2.477e-09
Tbc1d22a	714	714	7.045e-02	-1.040e+00	1.055e+00	6.020e-03	1.079e+00	1.418e-01	5.222e-01
Rps16	3000	3000	5.910e-01	4.436e+00	3.056e-01	2.165e-03	-6.090e-01	1.000e+00	1.000e+00
Ppp1r14c	2181	2181	4.038e-01	2.064e+00	7.421e-01	-1.503e-03	1.124e+00	1.337e-01	5.206e-01
Tox3	430	430	7.175e-02	9.596e-01	1.708e+00	-7.709e-03	7.493e-01	2.209e-01	6.336e-01
Clta	7524	7524	8.676e-01	3.848e+00	5.164e-01	7.826e-03	3.381e+00	9.311e-03	1.055e-01
Mical2	1187	1187	1.830e-01	7.495e-01	1.119e+00	-1.730e-04	1.061e+00	1.451e-01	5.222e-01
Lrp6	965	965	1.406e-01	8.228e-02	1.416e+00	3.988e-03	1.308e-01	6.090e-01	1.000e+00
Rad51b	438	438	9.785e-04	-3.789e+00	3.860e-01	8.730e-04	-1.006e+00	1.000e+00	1.000e+00
Ppp4r2	1444	1444	3.190e-01	2.620e+00	6.066e-01	5.047e-04	-4.597e-01	1.000e+00	1.000e+00
Atp8b4	349	349	3.262e-03	-3.094e+00	4.700e-01	-5.988e-03	3.283e-01	4.178e-01	8.485e-01
D630045J12Rik	1647	1647	3.297e-01	1.904e+00	1.076e+00	-2.185e-03	-4.791e-01	1.000e+00	1.000e+00
Fam45a	368	368	6.327e-02	6.959e-01	1.237e+00	-6.708e-03	6.225e-01	2.645e-01	6.839e-01
Syf2	836	836	2.185e-01	3.840e+00	5.981e-01	-4.493e-03	-7.907e-01	1.000e+00	1.000e+00
Grik1	839	839	1.826e-02	-2.568e+00	6.765e-01	-2.700e-03	-5.753e-03	1.000e+00	1.000e+00
Leo1	1274	1274	2.795e-01	3.078e+00	6.476e-01	-1.957e-03	-3.260e-01	1.000e+00	1.000e+00
Upf1	477	477	1.220e-01	2.377e+00	6.298e-01	4.870e-03	3.633e-01	3.940e-01	8.207e-01
Prmt9	445	445	9.459e-02	1.940e+00	1.746e+00	-7.469e-03	1.048e+00	1.477e-01	5.222e-01
Klhl18	840	840	1.944e-01	2.183e+00	1.237e+00	5.139e-03	1.113e+00	1.358e-01	5.222e-01
Sema3d	484	484	1.305e-02	-2.465e+00	1.022e+00	-4.472e-03	1.274e-01	6.137e-01	1.000e+00
Ufm1	1811	1811	4.018e-01	4.012e+00	3.599e-01	2.773e-04	-3.964e-01	1.000e+00	1.000e+00
Tkfc	947	947	4.697e-02	-1.857e+00	1.644e+00	-7.904e-03	2.274e+00	3.295e-02	2.546e-01
Zfp574	401	401	1.027e-01	2.638e+00	9.101e-01	9.799e-03	9.333e-01	1.719e-01	5.620e-01
Slc35a1	1287	1287	2.704e-01	2.616e+00	9.076e-01	3.876e-03	2.197e-01	5.074e-01	9.270e-01
Wdpcp	1623	1623	3.164e-02	-2.745e+00	6.419e-01	-3.408e-04	-2.819e-01	1.000e+00	1.000e+00
Sec16a	797	797	1.853e-01	2.268e+00	7.773e-01	1.275e-03	-7.701e-01	1.000e+00	1.000e+00
Gm13481	758	758	1.305e-03	-3.897e+00	3.657e-01	-3.433e-03	-1.015e+00	1.000e+00	1.000e+00
Epb41l4b	366	366	2.479e-02	-1.484e+00	1.369e+00	-3.556e-03	-5.457e-02	1.000e+00	1.000e+00
Cenpw	502	502	1.367e-01	3.636e+00	3.768e-01	4.933e-03	-1.306e+00	1.000e+00	1.000e+00
Armc9	1013	1013	7.991e-02	-1.345e+00	1.352e+00	2.675e-03	-1.127e-01	1.000e+00	1.000e+00
Mfap1b	1211	1211	2.860e-01	3.365e+00	4.304e-01	1.685e-03	-4.268e-01	1.000e+00	1.000e+00
Ndufa11	2396	2396	4.935e-01	4.237e+00	3.369e-01	-1.887e-03	-1.153e+01	1.000e+00	1.000e+00
Zfp638	1882	1882	3.421e-01	1.870e+00	1.064e+00	-5.918e-03	3.282e+00	1.040e-02	1.123e-01
Hs6st2	2234	2234	3.226e-01	1.558e+00	1.492e+00	-3.694e-03	-2.283e-01	1.000e+00	1.000e+00
Sgip1	2914	2914	4.282e-01	1.214e+00	9.346e-01	-5.576e-03	5.989e+00	5.383e-04	1.257e-02
Gltscr1	459	459	9.067e-02	1.480e+00	1.495e+00	-6.331e-03	1.836e+00	5.530e-02	3.173e-01
Trib1	672	672	1.327e-01	2.770e+00	3.972e-01	2.266e-02	-1.313e+00	1.000e+00	1.000e+00
Magi2	4615	4615	2.332e-01	-1.525e+00	8.430e-01	-8.984e-04	1.854e+00	5.417e-02	3.163e-01
Zfp943	357	357	4.860e-02	-2.507e-01	1.680e+00	-9.215e-04	-1.296e+00	1.000e+00	1.000e+00
Sfpq	6698	6698	8.164e-01	3.967e+00	6.919e-01	3.727e-03	6.579e-01	2.513e-01	6.784e-01
Gm5141	1188	1188	1.500e-02	-3.119e+00	7.999e-01	-2.901e-03	-3.476e+00	1.000e+00	1.000e+00
Pde4dip	3863	3863	4.980e-01	8.627e-01	9.676e-01	-4.655e-03	6.548e+00	2.960e-04	8.798e-03
Usp4	2190	2190	4.322e-01	2.669e+00	8.755e-01	-3.101e-03	2.330e-01	4.949e-01	9.247e-01
H13	3017	3017	5.238e-01	2.141e+00	1.072e+00	2.236e-05	3.296e-01	4.168e-01	8.485e-01
Trappc8	703	703	1.376e-01	1.132e+00	1.182e+00	-1.979e-03	1.302e-01	6.098e-01	1.000e+00
Pcdh17	830	830	1.334e-01	1.393e+00	1.882e+00	-5.949e-03	5.765e-01	2.829e-01	6.956e-01
Ndufaf2	1944	1944	3.849e-01	2.163e+00	7.135e-01	-7.152e-05	-9.388e-01	1.000e+00	1.000e+00
Tmf1	581	581	1.406e-01	2.371e+00	8.527e-01	3.650e-03	-5.078e-02	1.000e+00	1.000e+00
Anapc1	1393	1393	2.694e-01	1.438e+00	1.055e+00	6.237e-05	-2.899e-01	1.000e+00	1.000e+00
Auh	1001	1001	1.797e-01	9.218e-01	1.171e+00	1.239e-03	-7.811e-01	1.000e+00	1.000e+00
Ppm1g	2850	2850	5.535e-01	3.581e+00	5.232e-01	-1.386e-03	-6.855e-01	1.000e+00	1.000e+00
Rarb	383	383	4.892e-03	-2.857e+00	5.192e-01	-8.649e-03	-2.277e-02	1.000e+00	1.000e+00
Cd3eap	559	559	1.409e-01	4.047e+00	3.834e-01	-3.278e-03	-2.408e+00	1.000e+00	1.000e+00
Eftud2	1484	1484	3.392e-01	2.772e+00	5.247e-01	5.517e-03	2.981e-01	4.400e-01	8.514e-01
Zfp940	360	360	5.512e-02	-7.078e-02	1.392e+00	4.277e-03	1.810e-01	5.474e-01	9.738e-01
Ppp6r2	389	389	6.164e-02	6.442e-01	1.335e+00	-1.373e-02	5.841e+00	6.310e-04	1.376e-02
Tmem214	474	474	1.318e-01	3.162e+00	6.549e-01	6.290e-03	-1.330e-01	1.000e+00	1.000e+00
Cr1l	373	373	7.241e-02	1.049e+00	1.555e+00	8.771e-03	1.557e+00	7.760e-02	3.904e-01
Dynll1	7682	7682	8.617e-01	5.159e+00	2.751e-01	1.194e-03	-1.162e+00	1.000e+00	1.000e+00
Akt3	3101	3101	4.318e-01	4.033e-01	7.304e-01	6.358e-03	1.096e+01	2.848e-06	3.104e-04
Cramp1l	768	768	1.530e-01	1.151e+00	1.245e+00	1.156e-02	8.137e+00	5.482e-05	2.988e-03
Bmpr1b	788	788	4.338e-02	-1.686e+00	1.415e+00	-5.846e-03	1.282e+00	1.094e-01	4.645e-01
Prim2	651	651	6.491e-02	-6.438e-01	1.699e+00	-7.523e-03	2.261e+00	3.347e-02	2.546e-01
Gm1976	1572	1572	1.109e-01	-1.516e+00	1.326e+00	3.887e-03	2.424e+00	2.768e-02	2.208e-01
Smarce1	1987	1987	4.165e-01	2.577e+00	6.201e-01	3.383e-03	2.837e-01	4.513e-01	8.681e-01
Snx14	385	385	8.219e-02	1.754e+00	1.387e+00	-7.774e-03	7.546e-01	2.192e-01	6.336e-01
Cntnap4	738	738	2.577e-02	-2.455e+00	1.348e+00	-1.241e-03	8.256e-01	1.988e-01	6.076e-01
Srr	654	654	1.536e-01	2.124e+00	1.317e+00	2.357e-03	-4.191e-01	1.000e+00	1.000e+00
Asphd2	1112	1112	2.645e-01	3.854e+00	3.623e-01	-2.376e-04	-6.120e-01	1.000e+00	1.000e+00
Sipa1l1	1551	1551	2.006e-01	5.776e-01	1.539e+00	-7.749e-03	5.616e+00	8.038e-04	1.643e-02
Pitpnm2	1616	1616	3.023e-01	1.695e+00	1.143e+00	-1.021e-03	-2.648e+00	1.000e+00	1.000e+00
Cct7	8115	8115	8.927e-01	4.956e+00	3.555e-01	-3.663e-03	-2.543e-01	1.000e+00	1.000e+00
Capns1	2685	2685	5.183e-01	3.544e+00	1.135e+00	1.807e-03	4.880e-01	3.232e-01	7.484e-01
Uck1	927	927	2.387e-01	4.270e+00	3.714e-01	-6.524e-03	2.520e-01	4.778e-01	9.136e-01
Trip4	427	427	7.893e-02	1.084e+00	1.436e+00	-5.387e-03	9.497e-01	1.682e-01	5.564e-01
Eif4g2	15647	15647	9.765e-01	5.673e+00	2.718e-01	-3.124e-04	-9.455e-01	1.000e+00	1.000e+00
Txndc17	1582	1582	3.578e-01	4.445e+00	3.181e-01	8.926e-04	-1.157e+00	1.000e+00	1.000e+00
Ddhd2	885	885	2.052e-01	2.809e+00	1.349e+00	-8.410e-03	1.697e+00	6.545e-02	3.452e-01
Rnpep	576	576	1.386e-01	2.079e+00	1.239e+00	1.693e-02	4.260e+00	3.513e-03	5.222e-02
Polg	501	501	1.301e-01	2.989e+00	6.267e-01	-5.509e-03	-5.685e-02	1.000e+00	1.000e+00
Slc7a6	757	757	1.742e-01	2.072e+00	9.177e-01	3.661e-03	7.758e-01	2.129e-01	6.228e-01
1700025G04Rik	2662	2662	4.341e-01	1.676e+00	7.530e-01	-3.340e-03	1.909e+00	5.070e-02	3.163e-01
E130308A19Rik	521	521	5.969e-02	-2.437e-01	1.383e+00	-8.008e-03	2.617e+00	2.215e-02	2.012e-01
Itgb1	664	664	1.523e-01	2.410e+00	1.130e+00	-1.092e-02	3.683e+00	6.648e-03	8.051e-02
Gne	476	476	1.014e-01	1.434e+00	1.230e+00	5.532e-04	-4.813e-01	1.000e+00	1.000e+00
Ythdc1	1635	1635	3.232e-01	2.437e+00	1.164e+00	-5.276e-05	1.384e+00	9.618e-02	4.344e-01
Cmip	3499	3499	5.310e-01	1.749e+00	6.617e-01	-6.745e-03	7.939e+00	6.753e-05	3.154e-03
Zfp280d	893	893	1.308e-01	6.630e-01	1.416e+00	-1.123e-02	6.118e+00	4.688e-04	1.257e-02
Dctn4	2138	2138	4.256e-01	2.361e+00	8.513e-01	-1.929e-04	1.034e+00	1.504e-01	5.222e-01
Sarm1	857	857	2.117e-01	2.703e+00	8.824e-01	5.198e-03	5.777e-01	2.824e-01	6.956e-01
Ankrd10	1637	1637	3.470e-01	2.491e+00	1.008e+00	1.512e-03	-7.511e-01	1.000e+00	1.000e+00
Casd1	563	563	1.279e-01	2.125e+00	9.942e-01	-1.468e-03	5.815e-01	2.808e-01	6.956e-01
Chmp5	1813	1813	4.035e-01	3.696e+00	4.029e-01	8.947e-06	-4.501e-01	1.000e+00	1.000e+00
Prmt8	2094	2094	3.796e-01	2.331e+00	1.224e+00	6.491e-04	-6.085e-01	1.000e+00	1.000e+00
Chn2	771	771	8.839e-02	-4.635e-01	1.437e+00	-8.144e-04	4.274e-01	3.552e-01	7.919e-01
Bag1	3124	3124	5.825e-01	4.409e+00	3.287e-01	-1.389e-03	-4.145e+00	1.000e+00	1.000e+00
Tmem110	484	484	9.720e-02	1.613e+00	1.523e+00	-4.683e-03	3.707e-01	3.892e-01	8.207e-01
Rbl1	1344	1344	6.849e-03	-3.617e+00	3.454e-01	-3.729e-03	-1.115e-01	1.000e+00	1.000e+00
Ric8b	777	777	1.507e-01	1.221e+00	1.299e+00	-4.713e-04	2.297e-01	4.979e-01	9.250e-01
Metap2	2182	2182	4.400e-01	3.058e+00	6.393e-01	-1.744e-03	4.172e-01	3.610e-01	7.931e-01
Daxx	449	449	1.230e-01	3.238e+00	4.482e-01	2.256e-03	-1.851e+00	1.000e+00	1.000e+00
Tpi1	1716	1716	3.562e-01	4.201e+00	3.352e-01	3.711e-03	-4.975e-01	1.000e+00	1.000e+00
Gria4	2327	2327	1.432e-01	-1.136e+00	9.750e-01	-5.542e-03	4.112e+00	4.132e-03	5.630e-02
Rala	3850	3850	6.399e-01	3.163e+00	6.888e-01	5.267e-03	8.018e-01	2.054e-01	6.162e-01
Borcs5	610	610	1.053e-01	1.076e+00	1.807e+00	-4.319e-03	3.529e-01	4.008e-01	8.290e-01
Pcsk1	1003	1003	6.295e-02	-1.872e+00	1.391e+00	5.572e-03	2.234e+00	3.454e-02	2.567e-01
Kifap3	6859	6859	8.076e-01	3.301e+00	5.643e-01	-6.232e-03	7.441e+00	1.144e-04	4.158e-03
Rttn	415	415	1.631e-02	-1.852e+00	8.454e-01	-6.833e-03	4.260e-01	3.560e-01	7.919e-01
Akap6	2078	2078	2.609e-01	-2.004e-02	7.720e-01	8.305e-04	-3.871e-01	1.000e+00	1.000e+00
L3mbtl2	631	631	1.158e-01	1.399e+00	1.905e+00	-9.847e-03	6.200e-01	2.655e-01	6.839e-01
Mrps11	543	543	1.484e-01	2.950e+00	5.258e-01	4.119e-03	-1.217e-01	1.000e+00	1.000e+00
Tcerg1	1569	1569	3.118e-01	2.545e+00	8.078e-01	-9.383e-03	4.878e+00	1.787e-03	2.922e-02
Nosip	855	855	2.130e-01	3.164e+00	7.723e-01	4.058e-03	-4.462e-01	1.000e+00	1.000e+00
Rnft2	1157	1157	2.544e-01	1.861e+00	1.137e+00	7.627e-03	3.117e+00	1.253e-02	1.224e-01
Gramd1a	4308	4308	6.872e-01	3.306e+00	4.320e-01	7.115e-03	2.512e+00	2.499e-02	2.151e-01
Nek9	513	513	1.164e-01	1.910e+00	1.104e+00	-4.686e-03	-7.472e-01	1.000e+00	1.000e+00
Abhd14a	1283	1283	3.079e-01	3.325e+00	3.688e-01	1.030e-02	2.580e+00	2.312e-02	2.043e-01
Inpp4a	1627	1627	3.307e-01	2.002e+00	6.333e-01	2.527e-03	-4.119e-01	1.000e+00	1.000e+00
Tnip1	341	341	5.675e-02	6.880e-01	1.082e+00	-8.634e-03	2.186e+00	3.652e-02	2.654e-01
Pdss2	1391	1391	9.687e-02	-1.208e+00	1.124e+00	-3.465e-03	-2.845e-01	1.000e+00	1.000e+00
Terf2ip	1385	1385	3.066e-01	3.595e+00	5.299e-01	5.295e-03	-2.321e-01	1.000e+00	1.000e+00
Nit1	367	367	9.100e-02	2.592e+00	1.167e+00	-3.328e-03	-7.126e-03	1.000e+00	1.000e+00
Atp1a1	2661	2661	4.905e-01	3.441e+00	3.853e-01	1.948e-03	-4.635e-01	1.000e+00	1.000e+00
Nsdhl	1716	1716	3.673e-01	3.290e+00	1.082e+00	-5.021e-03	1.780e+00	5.922e-02	3.282e-01
Sf3b6	2303	2303	4.873e-01	3.601e+00	4.103e-01	1.011e-02	2.084e+00	4.120e-02	2.807e-01
Psma7	8845	8845	8.868e-01	4.154e+00	4.714e-01	1.943e-04	-6.153e-01	1.000e+00	1.000e+00
Hdgfrp2	1491	1491	3.271e-01	2.686e+00	1.133e+00	1.133e-03	9.865e-01	1.601e-01	5.454e-01
Eif2s2	6223	6223	8.040e-01	4.019e+00	5.264e-01	2.971e-03	-4.274e-01	1.000e+00	1.000e+00
Spred1	928	928	1.990e-01	1.958e+00	8.790e-01	-5.188e-04	7.294e-01	2.271e-01	6.458e-01
Ppm1l	2041	2041	3.307e-01	1.439e+00	1.084e+00	-3.162e-03	1.704e+00	6.484e-02	3.452e-01
Cep89	730	730	1.533e-01	1.334e+00	1.143e+00	5.012e-03	1.347e+00	1.008e-01	4.394e-01
Tmem199	566	566	1.513e-01	3.735e+00	4.290e-01	-2.696e-03	-1.054e-01	1.000e+00	1.000e+00
Mgat1	617	617	1.500e-01	2.542e+00	8.356e-01	-7.928e-03	1.787e+00	5.872e-02	3.282e-01
Ap3s1	954	954	2.042e-01	1.878e+00	1.126e+00	-6.141e-03	6.998e-01	2.368e-01	6.675e-01
Rad21	1635	1635	3.451e-01	3.227e+00	8.363e-01	-9.630e-04	-5.369e-01	1.000e+00	1.000e+00
Dock5	455	455	1.011e-02	-2.421e+00	5.411e-01	-5.529e-03	4.844e-01	3.250e-01	7.484e-01
Gmip	543	543	1.194e-01	1.750e+00	1.372e+00	1.056e-02	1.184e+00	1.239e-01	5.064e-01
