GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	time_ceoff	time_ELBO_gain	time_pval	time_FDR
Pcm1	1026	1026	1.888e-01	1.399e+00	1.164e+00	-2.724e-03	3.080e-01	4.326e-01	8.514e-01
Shkbp1	553	553	1.246e-01	1.621e+00	1.244e+00	6.952e-03	9.484e-01	1.684e-01	5.564e-01
2510009E07Rik	1220	1220	2.342e-01	1.926e+00	1.503e+00	-5.342e-03	3.707e-01	3.892e-01	8.207e-01
St3gal2	810	810	1.892e-01	2.445e+00	6.400e-01	-1.492e-04	8.163e-02	6.862e-01	1.000e+00
Cacna1d	1292	1292	6.588e-02	-1.872e+00	1.272e+00	-9.469e-04	5.334e-02	7.439e-01	1.000e+00
Commd4	1691	1691	3.813e-01	4.229e+00	3.726e-01	-4.531e-04	-8.967e-01	1.000e+00	1.000e+00
Rps15a	5673	5673	7.981e-01	4.886e+00	2.882e-01	-1.863e-03	-5.941e-01	1.000e+00	1.000e+00
Tcof1	517	517	1.181e-01	2.325e+00	1.346e+00	-4.139e-03	3.005e-01	4.382e-01	8.514e-01
Vps72	776	776	1.888e-01	2.652e+00	1.103e+00	1.563e-03	3.243e-01	4.206e-01	8.491e-01
Hus1	362	362	8.480e-03	-2.560e+00	8.962e-01	-4.379e-03	3.803e-01	3.831e-01	8.207e-01
1810055G02Rik	609	609	1.559e-01	2.682e+00	6.882e-01	2.518e-03	4.345e-01	3.512e-01	7.919e-01
Lonrf1	1821	1821	3.624e-01	3.081e+00	6.279e-01	-8.567e-03	2.630e+00	2.183e-02	2.012e-01
Lrrc8c	341	341	4.958e-02	2.123e-01	1.844e+00	-4.969e-03	-1.506e-01	1.000e+00	1.000e+00
Hspb11	409	409	9.165e-02	1.803e+00	1.472e+00	-5.293e-04	2.378e-01	4.904e-01	9.216e-01
Ehbp1l1	524	524	1.321e-01	3.025e+00	1.012e+00	-1.152e-03	-5.755e-01	1.000e+00	1.000e+00
Mpdu1	637	637	1.709e-01	2.866e+00	4.998e-01	3.725e-03	2.214e-01	5.058e-01	9.270e-01
Tmod3	1030	1030	1.791e-01	9.317e-01	1.656e+00	4.158e-03	-2.396e-01	1.000e+00	1.000e+00
Parp1	929	929	2.264e-01	2.756e+00	5.287e-01	3.874e-03	-2.514e-01	1.000e+00	1.000e+00
Map2k4	1689	1689	3.275e-01	2.077e+00	1.236e+00	-1.166e-03	6.653e-01	2.487e-01	6.784e-01
Tmem127	3483	3483	6.018e-01	3.630e+00	4.293e-01	8.568e-04	-5.294e-01	1.000e+00	1.000e+00
Mrpl42	1131	1131	2.750e-01	2.852e+00	5.333e-01	1.115e-02	1.666e-01	5.637e-01	9.964e-01
Arhgap15	1198	1198	3.588e-03	-3.939e+00	4.306e-01	-2.424e-05	-2.130e-01	1.000e+00	1.000e+00
Rnf121	701	701	1.546e-01	2.050e+00	1.310e+00	-3.228e-03	5.091e-01	3.130e-01	7.416e-01
Kctd18	491	491	1.226e-01	2.656e+00	8.219e-01	-4.306e-03	8.865e-02	6.737e-01	1.000e+00
Rpl4	15431	15431	9.785e-01	5.710e+00	2.678e-01	1.286e-03	-1.149e+00	1.000e+00	1.000e+00
Bbx	572	572	1.631e-02	-2.671e+00	8.251e-01	5.704e-03	5.554e-01	2.919e-01	7.109e-01
Ube2d-ps	498	498	1.288e-01	3.262e+00	6.140e-01	-8.549e-03	-3.748e+00	1.000e+00	1.000e+00
Chst8	444	444	4.631e-02	-9.328e-01	1.511e+00	6.771e-03	1.141e+00	1.309e-01	5.206e-01
Trp53i11	1342	1342	3.112e-01	3.273e+00	4.724e-01	3.348e-03	-3.033e-01	1.000e+00	1.000e+00
Pcmtd2	556	556	1.409e-01	2.663e+00	7.012e-01	1.558e-03	-1.521e-01	1.000e+00	1.000e+00
Dcaf15	1522	1522	3.412e-01	3.915e+00	8.265e-01	-1.242e-02	5.018e+00	1.536e-03	2.643e-02
Nub1	1673	1673	3.705e-01	3.151e+00	5.613e-01	-2.001e-03	1.324e-02	8.707e-01	1.000e+00
Dnah6	323	323	4.240e-03	-2.774e+00	5.453e-01	-6.881e-03	3.164e-01	4.264e-01	8.514e-01
Ttll11	855	855	2.348e-02	-2.401e+00	1.220e+00	-8.452e-03	1.867e+00	5.328e-02	3.163e-01
Syn1	4445	4445	6.624e-01	2.188e+00	7.713e-01	1.851e-03	-1.691e+00	1.000e+00	1.000e+00
Calm1	52584	52584	9.997e-01	6.368e+00	3.641e-01	1.247e-04	-3.845e-01	1.000e+00	1.000e+00
Zfp444	835	835	2.038e-01	2.327e+00	6.713e-01	1.434e-02	3.224e+00	1.110e-02	1.134e-01
Fam103a1	796	796	2.019e-01	3.957e+00	3.632e-01	-2.650e-03	-4.746e-01	1.000e+00	1.000e+00
Gtpbp2	758	758	1.892e-01	2.200e+00	8.738e-01	9.223e-03	1.064e+00	1.446e-01	5.222e-01
D8Ertd738e	915	915	2.407e-01	4.093e+00	3.643e-01	-2.651e-04	-8.443e+00	1.000e+00	1.000e+00
Pigt	813	813	2.091e-01	2.939e+00	5.041e-01	4.876e-03	3.045e-01	4.351e-01	8.514e-01
Pin1	2217	2217	4.703e-01	3.946e+00	3.921e-01	-5.143e-04	-1.796e+00	1.000e+00	1.000e+00
Telo2	597	597	1.458e-01	2.744e+00	1.274e+00	-2.764e-03	-7.265e-01	1.000e+00	1.000e+00
Fbxo10	526	526	9.980e-02	1.217e+00	1.618e+00	-2.419e-03	8.912e-01	1.818e-01	5.718e-01
Papd5	867	867	1.902e-01	1.804e+00	1.032e+00	2.397e-03	-1.567e-01	1.000e+00	1.000e+00
Slc25a25	989	989	2.319e-01	2.601e+00	6.013e-01	4.201e-03	1.965e-01	5.307e-01	9.641e-01
Rangap1	5315	5315	7.619e-01	3.193e+00	6.002e-01	2.804e-03	8.856e-02	6.739e-01	1.000e+00
Syne1	923	923	3.849e-02	-1.919e+00	1.373e+00	-1.011e-02	4.312e+00	3.318e-03	5.166e-02
Diaph2	1587	1587	9.785e-03	-3.456e+00	4.191e-01	-6.155e-03	-2.234e-01	1.000e+00	1.000e+00
Cdk9	1219	1219	2.988e-01	4.005e+00	3.696e-01	-2.895e-03	-6.001e-01	1.000e+00	1.000e+00
Dhrs13	357	357	9.850e-02	3.085e+00	5.660e-01	5.518e-03	5.847e-01	2.795e-01	6.956e-01
Kcnip1	569	569	3.033e-02	-1.861e+00	1.621e+00	-6.223e-03	1.033e+00	1.507e-01	5.222e-01
Ybx1	17143	17143	9.706e-01	4.741e+00	3.619e-01	-4.392e-03	2.197e-01	5.074e-01	9.270e-01
Celf6	1008	1008	2.316e-01	2.688e+00	6.210e-01	-3.623e-03	3.495e-01	4.031e-01	8.290e-01
Msl2	1002	1002	2.319e-01	2.677e+00	8.288e-01	-1.039e-03	6.476e-01	2.551e-01	6.784e-01
Hikeshi	840	840	2.025e-01	2.910e+00	6.231e-01	-9.068e-03	1.311e+00	1.053e-01	4.532e-01
Ppp2r5e	3484	3484	5.245e-01	1.848e+00	5.887e-01	-3.899e-03	3.788e+00	5.912e-03	7.623e-02
Psmd13	8236	8236	5.913e-01	-4.286e-01	7.091e-01	-3.282e-03	1.003e+01	7.491e-06	6.124e-04
Coa5	618	618	1.582e-01	3.668e+00	6.269e-01	-4.857e-04	-7.399e-01	1.000e+00	1.000e+00
Ppp2r3a	782	782	1.269e-01	3.807e-01	1.217e+00	1.244e-03	-2.180e-01	1.000e+00	1.000e+00
Igfbp2	1018	1018	2.267e-01	3.270e+00	5.462e-01	-1.381e-04	-6.422e-01	1.000e+00	1.000e+00
Gabbr1	6388	6388	8.027e-01	3.673e+00	7.747e-01	-1.393e-03	9.062e-01	1.782e-01	5.658e-01
Psmf1	962	962	2.355e-01	2.914e+00	8.432e-01	-1.546e-03	-6.367e-01	1.000e+00	1.000e+00
Fam193b	826	826	1.836e-01	1.929e+00	1.309e+00	3.947e-04	1.416e+00	9.242e-02	4.317e-01
Fbn1	504	504	3.164e-02	-1.402e+00	1.076e+00	-6.288e-03	1.384e+00	9.616e-02	4.344e-01
Cbx4	1623	1623	3.134e-01	2.310e+00	7.024e-01	8.192e-03	-9.632e-01	1.000e+00	1.000e+00
Ftx	394	394	5.806e-02	-3.065e-02	1.391e+00	3.722e-03	-4.601e-01	1.000e+00	1.000e+00
Eif3e	2727	2727	5.232e-01	3.647e+00	4.936e-01	-3.056e-03	-5.802e-01	1.000e+00	1.000e+00
U2surp	1999	1999	3.999e-01	2.807e+00	9.047e-01	-2.817e-03	3.009e-01	4.379e-01	8.514e-01
Macrod1	619	619	2.740e-02	-1.919e+00	1.141e+00	-5.312e-03	8.136e-01	2.021e-01	6.119e-01
Elf2	631	631	1.129e-01	1.029e+00	1.572e+00	-2.651e-03	1.857e+00	5.398e-02	3.163e-01
Dzip3	1848	1848	3.650e-01	2.326e+00	8.422e-01	-4.685e-03	1.192e+00	1.225e-01	5.064e-01
Mef2d	809	809	1.644e-01	1.385e+00	1.546e+00	3.424e-03	5.840e-01	2.798e-01	6.956e-01
Rlim	928	928	2.211e-01	2.803e+00	1.063e+00	8.865e-03	1.738e+00	6.226e-02	3.393e-01
Tecr	11492	11492	9.364e-01	3.019e+00	9.450e-01	8.539e-04	6.196e-01	2.656e-01	6.839e-01
Fubp1	4471	4471	6.934e-01	3.411e+00	5.344e-01	3.917e-03	6.293e-01	2.619e-01	6.839e-01
Poldip2	855	855	2.175e-01	3.056e+00	5.083e-01	4.641e-03	-2.888e-02	1.000e+00	1.000e+00
3632451O06Rik	558	558	8.871e-02	5.117e-01	1.332e+00	-6.088e-03	1.490e-01	5.852e-01	1.000e+00
Pcdh19	998	998	1.722e-01	1.867e+00	1.668e+00	-4.536e-03	1.805e-01	5.479e-01	9.738e-01
Creld1	597	597	1.526e-01	2.153e+00	6.798e-01	1.100e-02	1.598e+00	7.380e-02	3.771e-01
Rnf169	1280	1280	1.422e-01	-2.721e-01	1.265e+00	-6.292e-03	5.269e+00	1.169e-03	2.124e-02
Wdr18	1074	1074	2.694e-01	3.463e+00	3.740e-01	3.672e-03	-2.381e+01	1.000e+00	1.000e+00
Ndc1	594	594	1.406e-01	2.174e+00	9.141e-01	-2.161e-03	-2.215e-01	1.000e+00	1.000e+00
Pde8a	389	389	1.500e-02	-1.928e+00	1.254e+00	-1.259e-02	2.465e+00	2.639e-02	2.175e-01
Gpsm1	1553	1553	3.415e-01	2.969e+00	1.219e+00	-1.906e-03	6.509e-01	2.539e-01	6.784e-01
Slc9a6	1182	1182	2.632e-01	2.439e+00	6.058e-01	3.342e-03	-2.557e-01	1.000e+00	1.000e+00
Dcaf5	1151	1151	2.296e-01	1.763e+00	9.999e-01	-7.544e-03	4.168e+00	3.887e-03	5.527e-02
Lix1l	1046	1046	2.453e-01	2.955e+00	4.684e-01	1.031e-02	1.416e+00	9.242e-02	4.317e-01
Taf10	1146	1146	2.909e-01	4.145e+00	3.328e-01	1.302e-03	-1.218e+00	1.000e+00	1.000e+00
Rap2c	639	639	1.628e-01	3.444e+00	4.617e-01	-8.602e-03	1.223e+00	1.179e-01	4.941e-01
Klf13	1055	1055	2.133e-01	1.451e+00	8.196e-01	-3.802e-03	3.675e-01	3.913e-01	8.207e-01
Ppp4r3a	1188	1188	2.456e-01	2.213e+00	1.164e+00	1.735e-03	-2.549e-01	1.000e+00	1.000e+00
Fn1	909	909	1.546e-01	2.569e+00	1.365e+00	-4.985e-03	6.474e-01	2.552e-01	6.784e-01
4933431E20Rik	382	382	1.044e-01	3.584e+00	3.646e-01	2.218e-03	-2.533e+00	1.000e+00	1.000e+00
Ntrk3	2681	2681	4.100e-01	9.835e-01	8.434e-01	2.233e-03	6.665e-01	2.483e-01	6.784e-01
Gk	446	446	8.187e-02	9.445e-01	1.205e+00	-2.979e-03	5.027e-01	3.160e-01	7.434e-01
Timm44	827	827	2.038e-01	2.490e+00	8.029e-01	7.336e-03	1.043e+00	1.486e-01	5.222e-01
Mtss1l	2047	2047	4.403e-01	3.300e+00	5.433e-01	8.267e-04	-9.709e-01	1.000e+00	1.000e+00
Cnbd1	370	370	1.305e-03	-3.366e+00	4.147e-01	-4.006e-03	-3.893e+00	1.000e+00	1.000e+00
Rer1	1696	1696	3.823e-01	3.356e+00	5.227e-01	1.448e-03	-9.818e-02	1.000e+00	1.000e+00
Slc35b1	2043	2043	4.357e-01	3.951e+00	3.491e-01	3.508e-03	-5.351e-01	1.000e+00	1.000e+00
Mfsd13a	348	348	4.436e-02	-2.263e-02	1.123e+00	-1.286e-02	3.262e+00	1.064e-02	1.123e-01
Snhg8	1259	1259	2.841e-01	4.196e+00	3.209e-01	2.273e-03	-2.148e+00	1.000e+00	1.000e+00
Tbc1d20	1048	1048	2.417e-01	3.181e+00	1.137e+00	-4.893e-03	7.771e-01	2.125e-01	6.228e-01
Ick	1036	1036	2.326e-01	2.521e+00	6.735e-01	-8.679e-03	3.104e+00	1.272e-02	1.224e-01
Aak1	1744	1744	3.457e-01	1.760e+00	7.291e-01	-3.588e-03	2.121e+00	3.944e-02	2.804e-01
Ndst4	636	636	8.806e-03	-3.368e+00	1.074e+00	2.886e-03	-1.863e-01	1.000e+00	1.000e+00
Acvr1b	784	784	1.846e-01	2.359e+00	9.122e-01	-8.540e-03	1.069e+00	1.437e-01	5.222e-01
Hnrnpd	5197	5197	7.652e-01	4.089e+00	3.807e-01	-1.690e-03	-9.149e-01	1.000e+00	1.000e+00
Kif21b	2282	2282	4.733e-01	3.262e+00	5.087e-01	-1.473e-03	-5.855e-01	1.000e+00	1.000e+00
Rbbp5	412	412	9.198e-02	1.956e+00	1.301e+00	-3.767e-03	8.339e-01	1.966e-01	6.064e-01
Fam118b	759	759	1.520e-01	1.717e+00	1.613e+00	-3.240e-03	5.518e-01	2.935e-01	7.109e-01
Plcb1	3711	3711	4.615e-01	9.727e-01	9.082e-01	-2.809e-04	2.005e+00	4.525e-02	3.020e-01
Micall1	805	805	1.990e-01	3.005e+00	9.265e-01	-1.848e-03	1.812e-01	5.472e-01	9.738e-01
Fam189a1	1652	1652	9.459e-02	-1.711e+00	1.353e+00	1.750e-03	-6.693e-01	1.000e+00	1.000e+00
Pcdh1	579	579	1.491e-01	3.294e+00	1.073e+00	-2.669e-03	-8.942e-02	1.000e+00	1.000e+00
Cbr3	822	822	2.283e-03	-3.613e+00	4.137e-01	-9.214e-03	5.877e-01	2.783e-01	6.956e-01
Psmd1	1282	1282	2.228e-01	3.175e+00	2.136e+00	-1.665e-02	7.751e+00	8.240e-05	3.368e-03
Cep57	647	647	1.546e-01	2.879e+00	8.496e-01	-4.749e-03	8.356e-01	1.961e-01	6.064e-01
Tia1	1968	1968	3.989e-01	2.804e+00	9.530e-01	-7.868e-03	3.766e+00	6.061e-03	7.623e-02
Atp5g1	4012	4012	6.751e-01	4.840e+00	3.198e-01	-8.252e-04	-9.090e-01	1.000e+00	1.000e+00
Nek6	612	612	1.125e-01	2.188e+00	1.830e+00	-9.402e-03	9.499e-01	1.681e-01	5.564e-01
Pdgfa	1461	1461	2.958e-01	3.023e+00	5.670e-01	4.873e-03	5.142e-01	3.105e-01	7.412e-01
Fra10ac1	948	948	1.941e-01	1.772e+00	1.109e+00	-9.540e-04	9.171e-01	1.756e-01	5.658e-01
Ralgapa2	1213	1213	1.112e-01	-7.569e-01	1.411e+00	-5.205e-03	1.171e+00	1.260e-01	5.087e-01
Ywhae	31754	31754	9.993e-01	5.316e+00	3.984e-01	1.089e-02	5.308e+00	1.121e-03	2.124e-02
Myo6	503	503	7.143e-02	5.354e-03	1.405e+00	1.898e-03	-1.018e+00	1.000e+00	1.000e+00
Snph	386	386	9.002e-02	1.967e+00	9.920e-01	-3.566e-03	4.755e-01	3.295e-01	7.534e-01
Rab18	2189	2189	4.426e-01	3.044e+00	5.707e-01	5.415e-03	1.448e-01	5.904e-01	1.000e+00
Myh9	500	500	5.773e-02	-6.880e-01	1.986e+00	2.754e-03	7.744e-01	2.133e-01	6.228e-01
Glrx5	3346	3346	6.070e-01	4.666e+00	2.900e-01	-2.200e-03	-1.093e+00	1.000e+00	1.000e+00
Tnk2	679	679	1.566e-01	2.351e+00	1.276e+00	-2.426e-04	3.082e-01	4.324e-01	8.514e-01
Psmb6	2649	2649	5.398e-01	4.667e+00	3.089e-01	-2.951e-03	-6.682e-01	1.000e+00	1.000e+00
Tmem136	506	506	1.256e-01	3.358e+00	7.934e-01	-9.890e-03	1.041e+00	1.490e-01	5.222e-01
Gm26848	717	717	5.545e-03	-3.165e+00	4.457e-01	-1.088e-02	1.358e+00	9.937e-02	4.391e-01
Zkscan3	532	532	1.347e-01	3.324e+00	1.381e+00	-1.300e-02	2.098e+00	4.050e-02	2.807e-01
Fam117b	2258	2258	4.406e-01	2.515e+00	6.551e-01	1.028e-03	-3.962e-01	1.000e+00	1.000e+00
Katna1	357	357	9.132e-02	2.513e+00	6.044e-01	3.864e-03	-4.559e+00	1.000e+00	1.000e+00
Arrb1	1647	1647	3.640e-01	2.809e+00	6.335e-01	-1.983e-03	1.581e-02	8.589e-01	1.000e+00
Arl8b	3261	3261	6.063e-01	4.008e+00	3.552e-01	-4.865e-03	4.233e-02	7.711e-01	1.000e+00
Gmeb2	703	703	1.517e-01	1.544e+00	1.410e+00	5.422e-03	1.531e+00	8.012e-02	3.970e-01
Fip1l1	1744	1744	3.431e-01	2.655e+00	1.066e+00	-2.809e-03	3.666e-01	3.918e-01	8.207e-01
Kxd1	349	349	7.991e-02	1.684e+00	1.313e+00	5.679e-03	5.259e-01	3.051e-01	7.335e-01
Dtymk	1129	1129	2.671e-01	2.933e+00	6.314e-01	-1.631e-03	-3.839e-01	1.000e+00	1.000e+00
Mblac2	800	800	1.703e-01	1.755e+00	1.215e+00	5.537e-04	-4.016e-01	1.000e+00	1.000e+00
Abce1	2026	2026	4.220e-01	3.149e+00	5.993e-01	4.558e-03	9.130e-01	1.766e-01	5.658e-01
Mkl2	402	402	6.360e-02	6.085e-01	1.441e+00	-9.528e-03	1.904e+00	5.102e-02	3.163e-01
Psme2	746	746	1.954e-01	3.575e+00	4.078e-01	1.897e-03	-1.687e-01	1.000e+00	1.000e+00
Nacad	1070	1070	2.632e-01	4.269e+00	4.824e-01	-1.043e-03	-7.091e-01	1.000e+00	1.000e+00
Ndrg4	6052	6052	7.828e-01	4.047e+00	4.775e-01	2.058e-04	-1.630e+00	1.000e+00	1.000e+00
Zbed3	604	604	1.549e-01	3.527e+00	6.217e-01	-6.581e-03	9.153e-01	1.761e-01	5.792e-01
Acox1	2408	2408	4.840e-01	3.645e+00	8.413e-01	-5.523e-04	-1.839e+00	1.000e+00	1.000e+00
Gabrb2	672	672	3.425e-02	-1.709e+00	1.507e+00	-1.383e-02	2.325e+00	3.105e-02	2.207e-01
C1qtnf4	397	397	1.047e-01	2.359e+00	1.770e+00	3.347e-02	5.845e+00	6.281e-04	1.712e-02
Ninl	413	413	7.241e-02	1.252e+00	1.386e+00	-1.258e-02	4.106e+00	4.161e-03	7.162e-02
Fam19a5	902	902	1.605e-01	1.086e+00	1.190e+00	-6.778e-03	2.403e+00	2.835e-02	2.107e-01
Bloc1s6	1156	1156	2.838e-01	3.893e+00	4.070e-01	-3.716e-03	-2.023e+00	1.000e+00	1.000e+00
Map3k4	612	612	1.063e-01	7.895e-01	1.139e+00	-3.968e-03	4.907e-01	3.219e-01	8.035e-01
Cdh8	2319	2319	1.122e-01	-1.699e+00	9.420e-01	2.189e-03	8.265e-01	1.985e-01	6.183e-01
Itsn2	536	536	3.392e-02	-1.559e+00	1.827e+00	-6.870e-03	3.561e-01	3.987e-01	8.820e-01
Sdhd	1050	1050	2.704e-01	3.909e+00	4.171e-01	-2.887e-03	-1.654e+00	1.000e+00	1.000e+00
Cacna2d2	502	502	7.828e-02	5.712e-01	1.422e+00	-7.622e-03	1.556e+00	7.770e-02	3.962e-01
Prmt2	2952	2952	5.352e-01	2.230e+00	8.287e-01	9.977e-03	7.562e+00	1.007e-04	3.657e-03
Ezh2	1197	1197	2.045e-01	1.082e+00	1.530e+00	3.027e-03	1.668e+00	6.774e-02	3.754e-01
Ppp1r9b	2258	2258	4.716e-01	3.685e+00	5.164e-01	9.979e-04	-6.051e-01	1.000e+00	1.000e+00
Sdad1	511	511	1.380e-01	3.054e+00	5.075e-01	1.132e-02	-1.942e-01	1.000e+00	1.000e+00
Ireb2	1536	1536	3.372e-01	2.808e+00	6.333e-01	3.945e-04	-9.877e-01	1.000e+00	1.000e+00
Crls1	1070	1070	2.570e-01	3.090e+00	6.118e-01	1.870e-03	-6.980e-01	1.000e+00	1.000e+00
Trip11	570	570	1.063e-01	1.578e+00	1.731e+00	-9.964e-03	2.344e+00	3.038e-02	2.207e-01
Ppp1cc	636	636	1.686e-01	2.915e+00	5.392e-01	1.440e-03	-1.172e-01	1.000e+00	1.000e+00
Oxa1l	856	856	2.202e-01	3.447e+00	8.868e-01	-1.471e-03	-6.923e-02	1.000e+00	1.000e+00
Nop58	2757	2757	4.896e-01	3.694e+00	1.197e+00	-1.730e-03	3.775e-01	3.849e-01	8.740e-01
Gm9750	1022	1022	9.785e-04	-3.831e+00	3.855e-01	-1.537e-03	-3.758e+00	1.000e+00	1.000e+00
Clcn3	2274	2274	4.247e-01	2.455e+00	7.858e-01	-4.041e-03	1.595e+00	7.408e-02	3.875e-01
Cops7b	754	754	1.875e-01	2.734e+00	8.870e-01	-2.789e-03	-5.444e-01	1.000e+00	1.000e+00
Hs2st1	1478	1478	2.841e-01	1.609e+00	1.047e+00	2.869e-03	2.121e+00	3.946e-02	2.530e-01
Narf	779	779	1.915e-01	3.049e+00	6.527e-01	-4.145e-03	1.890e-01	5.387e-01	1.000e+00
Micu2	993	993	1.843e-01	1.067e+00	1.597e+00	4.220e-03	1.101e+00	1.379e-01	5.295e-01
Os9	2386	2386	4.609e-01	3.001e+00	8.601e-01	3.927e-04	-4.829e-01	1.000e+00	1.000e+00
Mpi	512	512	1.399e-01	3.152e+00	8.577e-01	-1.651e-03	-2.175e-01	1.000e+00	1.000e+00
Mrpl3	1716	1716	3.754e-01	4.091e+00	4.387e-01	8.346e-03	-1.893e+00	1.000e+00	1.000e+00
Akap7	793	793	1.471e-01	1.573e+00	1.413e+00	-6.684e-03	9.643e-01	1.649e-01	5.677e-01
Apc	4563	4563	6.745e-01	2.786e+00	8.436e-01	9.309e-04	-3.337e-01	1.000e+00	1.000e+00
Slc37a3	1036	1036	2.237e-01	2.139e+00	1.475e+00	1.825e-03	1.770e+00	5.993e-02	3.438e-01
Hars2	460	460	1.246e-01	4.283e+00	8.484e-01	-1.293e-02	-1.398e-02	1.000e+00	1.000e+00
Cacnb2	712	712	1.826e-02	-2.430e+00	8.996e-01	-4.874e-03	1.094e+00	1.391e-01	5.295e-01
Dnah14	389	389	1.011e-02	-2.331e+00	7.750e-01	-6.935e-03	5.320e-01	3.023e-01	7.605e-01
Ghr	451	451	9.132e-03	-2.694e+00	1.122e+00	-7.540e-03	7.739e-01	2.135e-01	6.524e-01
Arhgef11	803	803	6.523e-03	-3.193e+00	5.970e-01	-5.270e-03	3.898e-01	3.773e-01	8.740e-01
Prkar1b	5321	5321	7.436e-01	2.925e+00	7.375e-01	2.096e-03	2.496e+00	2.547e-02	2.082e-01
Nsd2	5115	5115	7.296e-01	3.518e+00	8.586e-01	-1.960e-03	7.588e-01	2.180e-01	6.600e-01
Pdcd10	916	916	2.127e-01	2.677e+00	9.057e-01	-8.239e-03	2.061e+00	4.235e-02	2.663e-01
Add3	856	856	1.477e-01	1.252e+00	1.433e+00	-5.498e-03	2.180e+00	3.678e-02	2.406e-01
Slc4a3	1369	1369	3.275e-01	3.138e+00	5.119e-01	1.282e-03	-3.106e-01	1.000e+00	1.000e+00
1700066M21Rik	404	404	1.083e-01	3.710e+00	4.803e-01	-9.732e-03	-2.034e-02	1.000e+00	1.000e+00
Ifnar1	569	569	1.412e-01	2.558e+00	8.327e-01	-2.271e-03	2.904e-01	4.460e-01	9.471e-01
Arhgap18	408	408	5.545e-03	-2.900e+00	6.130e-01	-2.602e-03	-8.842e-02	1.000e+00	1.000e+00
Get4	554	554	1.432e-01	2.397e+00	7.109e-01	5.192e-03	1.609e-01	5.705e-01	1.000e+00
Rapgefl1	768	768	1.898e-01	2.177e+00	9.213e-01	1.056e-02	3.302e+00	1.018e-02	1.272e-01
Zfat	338	338	1.239e-02	-2.605e+00	1.453e+00	-2.000e-03	-1.087e+00	1.000e+00	1.000e+00
Amdhd2	408	408	9.002e-02	2.205e+00	1.826e+00	1.306e-03	-8.839e-01	1.000e+00	1.000e+00
Adk	1141	1141	9.002e-02	-1.076e+00	9.975e-01	-3.225e-03	9.009e-01	1.795e-01	5.792e-01
Jmy	1162	1162	2.332e-01	1.504e+00	1.028e+00	6.739e-03	3.892e+00	5.271e-03	8.452e-02
Malsu1	633	633	1.526e-01	2.709e+00	1.010e+00	3.108e-03	2.401e-01	4.884e-01	9.981e-01
Unc119b	376	376	9.720e-02	3.006e+00	6.905e-01	-8.397e-03	1.079e+00	1.418e-01	5.316e-01
Nomo1	1009	1009	2.335e-01	2.204e+00	6.552e-01	6.881e-04	-1.531e+00	1.000e+00	1.000e+00
Vti1a	1193	1193	1.057e-01	-1.021e+00	1.015e+00	2.166e-03	-7.377e-01	1.000e+00	1.000e+00
Spag9	2365	2365	4.269e-01	1.810e+00	8.530e-01	-2.395e-04	-1.452e+00	1.000e+00	1.000e+00
Atp6v0a2	470	470	1.044e-01	2.023e+00	1.456e+00	-9.844e-03	1.475e+00	8.585e-02	4.128e-01
Rab33b	840	840	1.980e-01	3.279e+00	5.030e-01	3.092e-03	-1.076e+00	1.000e+00	1.000e+00
Arl1	1774	1774	3.826e-01	3.693e+00	5.023e-01	1.254e-03	-8.765e-01	1.000e+00	1.000e+00
Cables2	1055	1055	2.521e-01	3.860e+00	4.348e-01	-4.789e-03	-1.295e+00	1.000e+00	1.000e+00
Nwd2	4178	4178	4.168e-01	1.114e+00	9.242e-01	2.658e-03	2.783e-01	4.556e-01	9.550e-01
Spef1	372	372	9.817e-02	2.437e+00	8.518e-01	4.010e-03	-3.980e-02	1.000e+00	1.000e+00
Kdm7a	449	449	8.480e-02	1.053e+00	1.532e+00	4.665e-03	6.856e-01	2.416e-01	6.930e-01
Ktn1	1855	1855	3.389e-01	1.837e+00	9.122e-01	-5.813e-03	3.715e+00	6.413e-03	9.533e-02
Arl8a	7982	7982	8.885e-01	4.520e+00	4.597e-01	3.057e-03	-1.070e+00	1.000e+00	1.000e+00
Nrbp2	1516	1516	3.418e-01	4.484e+00	3.854e-01	-5.841e-03	-2.425e+00	1.000e+00	1.000e+00
Ppie	451	451	1.181e-01	3.164e+00	9.258e-01	-5.554e-03	5.596e-01	2.901e-01	7.353e-01
St3gal4	406	406	6.784e-02	2.312e-01	1.753e+00	9.443e-03	2.673e+00	2.077e-02	1.836e-01
Sptb	476	476	5.773e-02	-7.566e-01	1.451e+00	9.162e-03	1.934e+00	4.921e-02	2.926e-01
Secisbp2	627	627	1.438e-01	2.358e+00	9.946e-01	-9.951e-03	1.647e+00	6.957e-02	3.792e-01
Atp11c	809	809	1.184e-01	2.175e-02	1.490e+00	6.683e-03	1.909e+00	5.071e-02	2.961e-01
Unc13b	996	996	1.305e-01	-4.507e-02	1.411e+00	-1.907e-03	1.219e+00	1.184e-01	4.964e-01
Lrrfip1	2163	2163	3.881e-01	1.956e+00	8.552e-01	-3.871e-03	1.545e+00	7.875e-02	3.962e-01
St7l	1992	1992	1.014e-01	-1.455e+00	1.099e+00	-9.921e-03	5.439e+00	9.730e-04	2.121e-02
Prpf4b	932	932	2.198e-01	2.858e+00	6.815e-01	-1.905e-03	-3.020e-01	1.000e+00	1.000e+00
